ID,QUOTE_TIME_UTC,CCY_PAIR,SIDE,PRODUCT,NOTIONAL,CALL_PUT,STRIKE,EXPIRY_DATE,PREMIUM
9220,2017-11-03 15:50:00,EURUSD,Buy,,1000000.0,C,1.195,2018-11-12 00:00:00,21586.0
9221,2017-11-03 15:48:00,EURUSD,Buy,,1000000.0,C,1.21,2018-11-12 00:00:00,17129.0
9222,2017-11-03 15:52:00,EURUSD,Buy,,1000000.0,C,1.2,2018-11-12 00:00:00,19985.0
9223,2017-11-03 15:46:00,EURUSD,Buy,,6300000.0,C,1.165,2018-08-10 00:00:00,183330.0
9224,2017-11-03 15:53:00,EURUSD,Buy,,1000000.0,C,1.21,2018-11-12 00:00:00,17129.0
9225,2017-11-03 16:00:00,EURUSD,Buy,,1000000.0,C,1.21,2018-11-12 00:00:00,17132.0
9226,2017-11-03 15:48:00,EURUSD,Buy,,1000000.0,C,1.21,2018-11-12 00:00:00,17135.0
9227,2017-11-03 15:49:00,EURUSD,Buy,,100000000.0,P,1.1475,2018-01-08 00:00:00,338000.0
9228,2017-11-03 15:53:00,EURUSD,Buy,,100000000.0,P,1.1475,2018-01-08 00:00:00,338000.0
9229,2017-11-03 15:48:00,EURUSD,Buy,,20000000.0,P,1.16,2017-11-24 00:00:00,48800.0
9230,2017-11-03 15:58:00,EURUSD,Buy,,20000000.0,C,1.17,2018-03-09 00:00:00,396400.0
9231,2017-11-03 15:50:00,EURUSD,Buy,,20000000.0,P,1.16,2017-11-24 00:00:00,58000.0
9232,2017-11-03 15:59:00,EURUSD,Buy,,20000000.0,C,1.17,2018-03-08 00:00:00,391800.0
9233,2017-11-03 15:54:00,EURUSD,Buy,,20000000.0,C,1.17,2018-03-12 00:00:00,399800.0
9234,2017-11-03 15:53:00,EURUSD,Buy,,20000000.0,C,1.17,2018-03-12 00:00:00,398800.0
9235,2017-11-03 15:50:00,EURUSD,Sell,,1000000.0,P,1.1004,2018-05-10 00:00:00,3066.0
9236,2017-11-03 15:51:00,EURUSD,Buy,,1000000.0,C,1.21,2018-05-10 00:00:00,10636.0
9237,2017-11-03 15:48:00,EURUSD,Sell,,1000000.0,P,1.1004,2018-05-10 00:00:00,2629.0
9238,2017-11-03 15:59:00,EURUSD,Buy,,1000000.0,C,1.21,2018-05-10 00:00:00,9129.0
9239,2017-11-03 15:46:00,EURUSD,Sell,,1000000.0,P,1.1004,2018-05-10 00:00:00,2629.0
9240,2017-11-03 15:50:00,EURUSD,Buy,,1000000.0,C,1.192,2018-05-10 00:00:00,13959.0
9241,2017-11-03 15:50:00,EURUSD,Buy,,40000000.0,C,1.18,2017-12-14 00:00:00,191200.0
9242,2017-11-03 15:57:00,EURUSD,Buy,,150000000.0,C,1.165,2017-12-12 00:00:00,1341000.0
9243,2017-11-03 15:54:00,EURUSD,Buy,,20000000.0,C,1.167,2017-12-12 00:00:00,158000.0
9244,2017-11-03 15:48:00,EURUSD,Buy,,40000000.0,C,1.18,2017-12-14 00:00:00,197200.0
9245,2017-11-03 15:54:00,EURUSD,Buy,,30000000.0,C,1.17,2017-12-08 00:00:00,189900.0
9246,2017-11-03 15:51:00,EURUSD,Buy,,24000000.0,C,1.166,2017-11-17 00:00:00,95040.0
9247,2017-11-03 15:57:00,EURUSD,Buy,,24000000.0,C,1.166,2017-11-17 00:00:00,95040.0
9248,2017-11-03 15:46:00,EURUSD,Buy,,1000000.0,P,1.15,2018-11-12 00:00:00,12246.0
9249,2017-11-03 15:58:00,EURUSD,Buy,,20000000.0,C,1.167,2017-12-12 00:00:00,167600.0
9250,2017-11-03 15:55:00,EURUSD,Buy,,1000000.0,P,1.17,2018-11-12 00:00:00,16762.0
9251,2017-11-03 15:50:00,EURUSD,Buy,,1000000.0,P,1.17,2018-11-12 00:00:00,16761.0
9252,2017-11-03 15:53:00,EURUSD,Buy,,1000000.0,P,1.17,2018-11-12 00:00:00,18551.0
9253,2017-11-03 16:00:00,EURUSD,Buy,,1000000.0,P,1.15,2018-02-12 00:00:00,5280.0
9254,2017-11-03 15:58:00,EURUSD,Buy,,10000000.0,C,1.19,2017-12-12 00:00:00,14597.0
9255,2017-11-03 16:13:00,EURUSD,Sell,,10000000.0,C,1.18,2017-12-12 00:00:00,29765.0
9256,2017-11-03 16:03:00,EURUSD,Buy,,10000000.0,C,1.17,2017-12-12 00:00:00,58868.0
9257,2017-11-03 16:03:00,EURUSD,Buy,,40000000.0,C,1.18,2017-12-14 00:00:00,200800.0
9258,2017-11-03 16:13:00,EURUSD,Buy,,24000000.0,P,1.16,2017-11-17 00:00:00,37680.0
9259,2017-11-03 16:13:00,EURUSD,Sell,,1000000.0,C,1.17,2017-11-24 00:00:00,3500.0
9260,2017-11-03 16:08:00,EURUSD,Buy,,1000000.0,C,1.192,2018-05-10 00:00:00,14370.0
9261,2017-11-03 16:12:00,EURUSD,Buy,,1000000.0,C,1.192,2018-05-10 00:00:00,14329.0
9262,2017-11-03 16:07:00,EURUSD,Sell,,1000000.0,P,1.1004,2018-05-10 00:00:00,2609.0
9263,2017-11-03 16:12:00,EURUSD,Sell,,1000000.0,P,1.1166,2018-05-10 00:00:00,4059.0
9264,2017-11-03 16:06:00,EURUSD,Buy,,1000000.0,C,1.192,2018-05-10 00:00:00,14329.0
9265,2017-11-03 16:02:00,EURUSD,Buy,,30000000.0,C,1.18,2017-12-14 00:00:00,149700.0
9266,2017-11-03 16:02:00,EURUSD,Buy,,1000000.0,P,1.1555,2018-11-12 00:00:00,15480.0
9267,2017-11-03 16:10:00,EURUSD,Buy,,500000.0,P,1.14,2018-02-12 00:00:00,2005.0
9268,2017-11-03 16:05:00,EURUSD,Buy,,20000000.0,P,1.1615,2017-11-17 00:00:00,34200.0
9269,2017-11-03 16:06:00,EURUSD,Buy,,500000.0,P,1.14,2018-05-10 00:00:00,4370.0
9270,2017-11-03 16:04:00,EURUSD,Sell,,250000.0,P,1.168,2017-12-12 00:00:00,1862.5
9271,2017-11-03 16:04:00,EURUSD,Buy,,250000.0,P,1.175,2017-12-12 00:00:00,2947.5
9272,2017-11-03 16:12:00,EURUSD,Buy,,100000000.0,C,1.171,2017-11-13 00:00:00,56000.0
9273,2017-11-03 16:12:00,EURUSD,Buy,,200000.0,C,1.18,2017-12-12 00:00:00,760.0
9274,2017-11-03 16:04:00,EURUSD,Buy,,200000.0,P,1.18,2017-12-12 00:00:00,3066.0
9275,2017-11-03 16:15:00,EURUSD,Sell,,100000.0,P,1.18,2017-12-12 00:00:00,1511.0
9276,2017-11-03 16:09:00,EURUSD,Sell,,100000.0,C,1.18,2017-12-12 00:00:00,356.0
9277,2017-11-03 16:03:00,EURUSD,Buy,,100000000.0,C,1.171,2017-11-13 00:00:00,59000.0
9278,2017-11-03 16:01:00,EURUSD,Buy,,100000000.0,P,1.155,2017-12-15 00:00:00,423000.0
9279,2017-11-03 16:09:00,EURUSD,Buy,,100000000.0,P,1.155,2017-12-15 00:00:00,366000.0
9280,2017-11-03 16:11:00,EURUSD,Buy,,100000000.0,C,1.171,2017-11-13 00:00:00,60000.0
9281,2017-11-03 16:08:00,EURUSD,Buy,,10000000.0,C,1.1829,2017-12-12 00:00:00,31300.0
9282,2017-11-03 16:11:00,EURUSD,Buy,,10000000.0,P,1.1554,2017-12-12 00:00:00,30800.0
9283,2017-11-03 16:01:00,EURUSD,Buy,,50000000.0,C,1.168,2017-11-15 00:00:00,131500.0
9284,2017-11-03 16:08:00,EURUSD,Buy,,400000.0,P,1.18,2018-02-26 00:00:00,6324.0
9285,2017-11-03 16:17:00,EURUSD,Sell,,600000.0,C,1.18,2018-02-26 00:00:00,6833.0
9286,2017-11-03 16:17:00,EURUSD,Sell,,600000.0,C,1.18,2018-02-26 00:00:00,6840.0
9287,2017-11-03 16:19:00,EURUSD,Buy,,400000.0,P,1.18,2018-02-26 00:00:00,6319.0
9288,2017-11-03 16:24:00,EURUSD,Buy,,93000000.0,P,1.16,2018-01-05 00:00:00,522437.0
9289,2017-11-03 16:18:00,EURUSD,Sell,,139500000.0,P,1.14,2018-01-05 00:00:00,236864.0
9290,2017-11-03 16:23:00,EURUSD,Buy,,400000.0,P,1.178,2018-02-26 00:00:00,5933.0
9291,2017-11-03 16:28:00,EURUSD,Sell,,600000.0,C,1.178,2018-02-26 00:00:00,7316.0
9292,2017-11-03 16:17:00,EURUSD,Sell,,10000000.0,P,1.167,2018-05-10 00:00:00,140303.0
9293,2017-11-03 16:20:00,EURUSD,Buy,,10000000.0,C,1.18,2018-05-10 00:00:00,192103.0
9294,2017-11-03 16:17:00,EURUSD,Sell,,600000.0,C,1.178,2018-02-26 00:00:00,6271.0
9295,2017-11-03 16:23:00,EURUSD,Buy,,400000.0,P,1.178,2018-02-26 00:00:00,5079.0
9296,2017-11-03 16:29:00,EURUSD,Buy,,400000.0,P,1.178,2018-02-26 00:00:00,5075.0
9297,2017-11-03 16:27:00,EURUSD,Sell,,600000.0,C,1.178,2018-02-26 00:00:00,6277.0
9298,2017-11-03 16:17:00,EURUSD,Sell,,10000000.0,P,1.15,2018-05-10 00:00:00,92854.0
9299,2017-11-03 16:18:00,EURUSD,Buy,,10000000.0,C,1.18,2018-05-10 00:00:00,192654.0
9300,2017-11-03 16:25:00,EURUSD,Sell,,10000000.0,P,1.155,2018-05-10 00:00:00,105051.0
9301,2017-11-03 16:25:00,EURUSD,Buy,,10000000.0,C,1.185,2018-05-10 00:00:00,172251.0
9302,2017-11-03 16:26:00,EURUSD,Sell,,10000000.0,P,1.155,2018-02-12 00:00:00,62154.0
9303,2017-11-03 16:23:00,EURUSD,Buy,,10000000.0,C,1.185,2018-02-12 00:00:00,86854.0
9304,2017-11-03 16:27:00,EURUSD,Buy,,10000000.0,C,1.185,2018-02-12 00:00:00,86859.0
9305,2017-11-03 16:18:00,EURUSD,Sell,,10000000.0,P,1.16,2018-02-12 00:00:00,75959.0
9306,2017-11-03 16:30:00,EURUSD,Sell,,600000.0,C,1.1775,2018-02-26 00:00:00,6370.0
9307,2017-11-03 16:23:00,EURUSD,Buy,,400000.0,P,1.1775,2018-02-26 00:00:00,5004.0
9308,2017-11-03 16:16:00,EURUSD,Buy,,10000000.0,C,1.19,2017-12-12 00:00:00,16777.0
9309,2017-11-03 16:26:00,EURUSD,Sell,,10000000.0,C,1.18,2017-12-12 00:00:00,33609.0
9310,2017-11-03 16:23:00,EURUSD,Buy,,10000000.0,C,1.17,2017-12-12 00:00:00,65332.0
9311,2017-11-03 16:29:00,EURUSD,Buy,,10000000.0,C,1.175,2018-05-10 00:00:00,386700.0
9312,2017-11-03 16:30:00,EURUSD,Buy,,10000000.0,C,1.175,2018-05-10 00:00:00,385975.0
9313,2017-11-03 16:25:00,EURUSD,Buy,,10000000.0,P,1.175,2018-05-10 00:00:00,200925.0
9314,2017-11-03 16:41:00,EURUSD,Buy,,10000000.0,P,1.175,2018-05-10 00:00:00,201013.0
9315,2017-11-03 16:40:00,EURUSD,Buy,,10000000.0,C,1.175,2018-05-10 00:00:00,250887.0
9316,2017-11-03 16:37:00,EURUSD,Buy,,10000000.0,C,1.167,2018-05-10 00:00:00,296461.0
9317,2017-11-03 16:34:00,EURUSD,Buy,,10000000.0,P,1.167,2018-05-10 00:00:00,167239.0
9318,2017-11-03 16:36:00,EURUSD,Buy,,10000000.0,C,1.167,2018-05-10 00:00:00,459644.0
9319,2017-11-03 16:45:00,EURUSD,Buy,,10000000.0,P,1.167,2018-05-10 00:00:00,330656.0
9320,2017-11-03 16:32:00,EURUSD,Buy,,40000000.0,P,1.155,2017-12-12 00:00:00,120800.0
9321,2017-11-03 16:31:00,EURUSD,Buy,,40000000.0,P,1.155,2017-12-12 00:00:00,116800.0
9322,2017-11-03 16:40:00,EURUSD,Buy,,40000000.0,P,1.155,2017-12-12 00:00:00,125600.0
9323,2017-11-03 16:34:00,EURUSD,Buy,,2500000.0,C,1.18,2017-11-24 00:00:00,2650.0
9324,2017-11-03 16:33:00,EURUSD,Buy,,1000000.0,P,1.17,2018-02-12 00:00:00,11760.0
9325,2017-11-03 16:32:00,EURUSD,Buy,,1000000.0,P,1.17,2018-02-12 00:00:00,11760.0
9326,2017-11-03 16:33:00,EURUSD,Buy,,5000000.0,P,1.161,2018-03-19 00:00:00,64750.0
9327,2017-11-03 16:40:00,EURUSD,Buy,,30000000.0,C,1.18,2017-12-14 00:00:00,146700.0
9328,2017-11-03 16:42:00,EURUSD,Buy,,35000000.0,P,1.1625,2017-11-14 00:00:00,42700.0
9329,2017-11-03 16:45:00,EURUSD,Buy,,30000000.0,C,1.18,2017-12-14 00:00:00,150000.0
9330,2017-11-03 16:42:00,EURUSD,Buy,,20000000.0,P,1.17,2017-12-12 00:00:00,184400.0
9331,2017-11-03 16:36:00,EURUSD,Buy,,30000000.0,C,1.1775,2018-02-05 00:00:00,372900.0
9332,2017-11-03 16:40:00,EURUSD,Buy,,1.0,C,1.1646,2017-12-13 00:00:00,10.04
9333,2017-11-03 16:56:00,EURUSD,Buy,,1.0,C,1.1646,2017-12-13 00:00:00,10.04
9334,2017-11-03 16:54:00,EURUSD,Buy,,1.0,C,1.1646,2017-12-13 00:00:00,10.04
9335,2017-11-03 16:54:00,EURUSD,Sell,,1000000.0,P,1.1551,2017-12-13 00:00:00,513.0
9336,2017-11-03 16:47:00,EURUSD,Sell,,1000000.0,C,1.1751,2017-11-20 00:00:00,523.0
9337,2017-11-03 17:00:00,EURUSD,Sell,,1000000.0,P,1.1551,2017-11-20 00:00:00,532.0
9338,2017-11-03 16:53:00,EURUSD,Sell,,1000000.0,C,1.1751,2017-11-20 00:00:00,618.0
9339,2017-11-03 16:59:00,EURUSD,Sell,,1000000.0,C,1.1751,2017-11-27 00:00:00,1458.0
9340,2017-11-03 16:46:00,EURUSD,Sell,,1000000.0,P,1.1551,2017-11-27 00:00:00,1172.0
9341,2017-11-03 16:48:00,EURUSD,Buy,,1000000.0,C,1.17,2017-11-27 00:00:00,2870.0
9342,2017-11-03 16:50:00,EURUSD,Buy,,100000.0,C,1.17,2017-11-27 00:00:00,289.0
9343,2017-11-03 16:53:00,EURUSD,Buy,,300000.0,C,1.175,2017-12-13 00:00:00,1215.0
9344,2017-11-03 17:00:00,EURUSD,Buy,,100000.0,C,1.1701,2017-11-20 00:00:00,180.0
9345,2017-11-03 16:57:00,EURUSD,Buy,,100000.0,C,1.1701,2017-11-27 00:00:00,292.0
9346,2017-11-03 16:55:00,EURUSD,Buy,,100000.0,C,1.1701,2017-12-13 00:00:00,561.0
9347,2017-11-03 16:53:00,EURUSD,Buy,,100000.0,C,1.1751,2017-11-20 00:00:00,90.0
9348,2017-11-03 16:55:00,EURUSD,Buy,,100000.0,C,1.1751,2017-11-27 00:00:00,174.0
9349,2017-11-03 16:54:00,EURUSD,Buy,,100000.0,C,1.1751,2017-12-13 00:00:00,407.0
9350,2017-11-03 16:51:00,EURUSD,Buy,,1000000.0,P,1.15,2017-12-14 00:00:00,2500.0
9351,2017-11-03 17:07:00,EURUSD,Buy,,1000000.0,C,1.1652,2017-12-13 00:00:00,7590.0
9352,2017-11-03 17:08:00,EURUSD,Buy,,1000000.0,C,1.17,2018-02-13 00:00:00,13524.0
9353,2017-11-03 17:14:00,EURUSD,Sell,,1000000.0,C,1.2,2018-02-13 00:00:00,4714.0
9354,2017-11-03 17:12:00,EURUSD,Buy,,1000000.0,C,1.17,2018-02-13 00:00:00,15763.0
9355,2017-11-03 17:10:00,EURUSD,Sell,,1000000.0,C,1.2,2018-02-13 00:00:00,5493.0
9356,2017-11-03 17:12:00,EURUSD,Buy,,200000.0,P,1.1575,2017-12-13 00:00:00,698.0
9357,2017-11-03 17:07:00,EURUSD,Sell,,200000.0,P,1.1525,2017-12-18 00:00:00,660.0
9358,2017-11-03 17:09:00,EURUSD,Sell,,200000.0,C,1.185,2017-12-18 00:00:00,612.0
9359,2017-11-03 17:17:00,EURUSD,Buy,,200000.0,P,1.1575,2017-11-16 00:00:00,127.0
9360,2017-11-03 17:30:00,EURUSD,Sell,,200000.0,P,1.1525,2017-12-18 00:00:00,674.0
9361,2017-11-03 17:18:00,EURUSD,Sell,,200000.0,C,1.185,2017-12-18 00:00:00,627.0
9362,2017-11-03 17:16:00,EURUSD,Buy,,50000000.0,P,1.1535,2017-12-13 00:00:00,129000.0
9363,2017-11-03 17:30:00,EURUSD,Buy,,200000.0,C,1.1725,2017-12-13 00:00:00,934.0
9364,2017-11-03 17:24:00,EURUSD,Buy,,200000.0,C,1.1725,2017-12-13 00:00:00,934.0
9365,2017-11-03 17:42:00,EURUSD,Buy,,200000.0,C,1.1725,2018-01-12 00:00:00,1792.0
9366,2017-11-03 17:45:00,EURUSD,Buy,,200000.0,C,1.175,2018-01-12 00:00:00,1614.0
9367,2017-11-03 17:43:00,EURUSD,Buy,,200000.0,C,1.175,2017-12-13 00:00:00,792.0
9368,2017-11-03 17:43:00,EURUSD,Buy,,15000000.0,P,1.165,2017-11-15 00:00:00,33150.0
9369,2017-11-03 17:31:00,EURUSD,Buy,,15000000.0,P,1.165,2017-11-15 00:00:00,32400.0
9370,2017-11-03 17:59:00,EURUSD,Buy,,15000000.0,P,1.165,2017-11-15 00:00:00,32550.0
9371,2017-11-03 17:51:00,EURUSD,Buy,,3000000.0,C,1.175,2017-12-13 00:00:00,14220.0
9372,2017-11-03 17:46:00,EURUSD,Buy,,5000000.0,P,1.16,2017-12-13 00:00:00,23400.0
9373,2017-11-03 17:50:00,EURUSD,Buy,,1000000.0,C,1.175,2018-02-13 00:00:00,11530.0
9374,2017-11-03 17:59:00,EURUSD,Buy,,1000000.0,C,1.176,2018-02-13 00:00:00,11140.0
9375,2017-11-03 17:58:00,EURUSD,Buy,,3000000.0,P,1.145,2017-12-13 00:00:00,4170.0
9376,2017-11-03 17:47:00,EURUSD,Buy,,5000000.0,P,1.1,2018-11-13 00:00:00,35300.0
9377,2017-11-03 17:52:00,EURUSD,Buy,,1000000.0,C,1.175,2018-02-13 00:00:00,11500.0
9378,2017-11-03 18:04:00,EURUSD,Buy,,1000000.0,C,1.1925,2017-12-27 00:00:00,2570.0
9379,2017-11-03 18:09:00,EURUSD,Buy,,5000000.0,C,1.25,2018-11-13 00:00:00,74250.0
9380,2017-11-03 18:29:00,EURUSD,Buy,,1000000.0,C,1.175,2018-05-11 00:00:00,20800.0
9381,2017-11-03 18:19:00,EURUSD,Buy,,1000000.0,C,1.185,2018-05-11 00:00:00,16650.0
9382,2017-11-03 18:23:00,EURUSD,Buy,,1000000.0,C,1.2,2018-05-11 00:00:00,11770.0
9383,2017-11-03 18:25:00,EURUSD,Buy,,1000000.0,C,1.2,2018-11-13 00:00:00,30640.0
9384,2017-11-03 18:27:00,EURUSD,Buy,,1000000.0,C,1.2,2018-11-13 00:00:00,26340.0
9385,2017-11-03 18:42:00,EURUSD,Buy,,1000000.0,C,1.1925,2017-12-27 00:00:00,2590.0
9386,2017-11-03 18:37:00,EURUSD,Buy,,1000000.0,C,1.2,2018-08-13 00:00:00,19100.0
9387,2017-11-03 18:52:00,EURUSD,Sell,,1000000.0,C,1.1925,2017-12-27 00:00:00,2390.0
9388,2017-11-03 18:57:00,EURUSD,Buy,,3000000.0,P,1.1,2018-03-12 00:00:00,4800.0
9389,2017-11-03 18:57:00,EURUSD,Buy,,1000000.0,C,1.169,2017-11-20 00:00:00,2000.0
9390,2017-11-03 18:59:00,EURUSD,Buy,,1000000.0,P,1.161,2017-11-20 00:00:00,1540.0
9391,2017-11-03 18:56:00,EURUSD,Buy,,1000000.0,C,1.169,2017-11-20 00:00:00,2000.0
9392,2017-11-03 19:05:00,EURUSD,Buy,,1000000.0,P,1.161,2017-11-20 00:00:00,1540.0
9393,2017-11-03 19:04:00,EURUSD,Buy,,450000.0,C,1.16,2017-11-20 00:00:00,2830.5
9394,2017-11-03 19:27:00,EURUSD,Buy,,1000000.0,C,1.169,2017-11-20 00:00:00,2300.0
9395,2017-11-03 19:30:00,EURUSD,Buy,,1000000.0,C,1.169,2017-11-20 00:00:00,1970.0
9396,2017-11-03 19:21:00,EURUSD,Buy,,1000000.0,C,1.1685,2017-11-20 00:00:00,2140.0
9397,2017-11-03 19:19:00,EURUSD,Buy,,1000000.0,P,1.163,2017-11-20 00:00:00,2140.0
9398,2017-11-03 19:17:00,EURUSD,Buy,,10000000.0,C,1.15,2018-11-13 00:00:00,593700.0
9399,2017-11-03 19:50:00,EURUSD,Buy,,25000000.0,C,1.1725,2017-12-14 00:00:00,173250.0
9400,2017-11-03 19:57:00,EURUSD,Sell,,1000000.0,C,1.1915,2018-05-11 00:00:00,11669.0
9401,2017-11-03 19:58:00,EURUSD,Buy,,500000.0,P,1.1915,2018-05-11 00:00:00,10646.0
9402,2017-11-03 20:56:00,EURUSD,Buy,,1000000.0,C,1.195,2018-02-13 00:00:00,6572.0
9403,2017-11-03 21:24:00,EURUSD,Buy,,1000000.0,C,1.19,2018-02-13 00:00:00,7858.0
9404,2017-11-03 21:40:00,EURUSD,Buy,,2000000.0,C,1.185,2018-02-13 00:00:00,18736.0
9405,2017-11-03 21:58:00,EURUSD,Buy,,1000000.0,P,1.154,2018-02-13 00:00:00,7619.0
9406,2017-11-03 21:55:00,EURUSD,Buy,,2000000.0,P,1.156,2018-02-13 00:00:00,16506.0
9407,2017-11-03 22:30:00,EURUSD,Buy,,1000000.0,P,1.152,2018-02-13 00:00:00,7026.0
9408,2017-11-04 01:08:00,EURUSD,Buy,,5000000.0,P,1.1525,2017-11-27 00:00:00,4700.0
9409,2017-11-04 05:11:00,EURUSD,Buy,,2000000.0,C,1.185,2018-02-13 00:00:00,18686.0
9410,2017-11-04 05:14:00,EURUSD,Buy,,1000000.0,C,1.19,2018-02-13 00:00:00,7836.0
9411,2017-11-04 06:11:00,EURUSD,Buy,,1000000.0,C,1.195,2018-02-13 00:00:00,6553.0
9412,2017-11-04 06:28:00,EURUSD,Buy,,1000000.0,P,1.152,2018-02-13 00:00:00,7026.0
9413,2017-11-04 06:22:00,EURUSD,Buy,,2000000.0,P,1.156,2018-02-13 00:00:00,16508.0
9414,2017-11-04 06:27:00,EURUSD,Buy,,1000000.0,P,1.154,2018-02-13 00:00:00,7620.0
9415,2017-11-04 07:13:00,EURUSD,Buy,,1000000.0,C,1.19,2018-02-13 00:00:00,7890.0
9416,2017-11-04 07:06:00,EURUSD,Buy,,1000000.0,P,1.154,2018-02-13 00:00:00,7550.0
9417,2017-11-04 07:29:00,EURUSD,Sell,,1000000.0,C,1.19,2018-02-13 00:00:00,7690.0
9418,2017-11-04 07:18:00,EURUSD,Sell,,1000000.0,P,1.154,2018-02-13 00:00:00,7330.0
9419,2017-11-04 07:30:00,EURUSD,Sell,,1000000.0,C,1.2033,2017-11-29 00:00:00,11.0
9420,2017-11-04 07:28:00,EURUSD,Buy,,100000.0,C,1.17,2017-11-27 00:00:00,307.0
9421,2017-11-04 07:25:00,EURUSD,Sell,,1000000.0,P,1.15,2017-11-29 00:00:00,796.0
9422,2017-11-04 07:19:00,EURUSD,Buy,,10000000.0,P,1.17,2018-04-19 00:00:00,181400.0
9423,2017-11-04 07:27:00,EURUSD,Sell,,1000000.0,P,1.15,2017-12-13 00:00:00,1963.0
9424,2017-11-04 07:37:00,EURUSD,Sell,,1000000.0,P,1.15,2017-12-13 00:00:00,1956.0
9425,2017-11-04 07:35:00,EURUSD,Sell,,1000000.0,C,1.23,2017-12-13 00:00:00,11.0
9426,2017-11-04 07:38:00,EURUSD,Buy,,5068368.67,P,1.1525,2017-11-27 00:00:00,4967.0
9427,2017-11-04 07:33:00,EURUSD,Sell,,1000000.0,C,1.2033,2017-12-13 00:00:00,325.0
9428,2017-11-04 07:48:00,EURUSD,Sell,,1000000.0,P,1.15,2017-12-13 00:00:00,1934.0
9429,2017-11-04 07:47:00,EURUSD,Sell,,5068368.67,P,1.152,2017-11-27 00:00:00,3801.28
9430,2017-11-04 07:46:00,EURUSD,Sell,,1000000.0,P,1.15,2017-12-13 00:00:00,1935.0
9431,2017-11-04 07:57:00,EURUSD,Sell,,1000000.0,P,1.16,2017-12-13 00:00:00,4201.0
9432,2017-11-04 07:48:00,EURUSD,Buy,,10000000.0,P,1.17,2018-04-19 00:00:00,181000.0
9433,2017-11-04 08:00:00,EURUSD,Buy,,10000000.0,P,1.17,2018-04-19 00:00:00,181300.0
9434,2017-11-04 08:02:00,EURUSD,Buy,,1000000.0,C,1.1643,2017-12-15 00:00:00,10480.0
9435,2017-11-04 08:03:00,EURUSD,Sell,,10000000.0,P,1.17,2018-04-19 00:00:00,175600.0
9436,2017-11-04 08:11:00,EURUSD,Buy,,100000.0,C,1.17,2017-11-27 00:00:00,302.0
9437,2017-11-04 08:14:00,EURUSD,Buy,,225000000.0,P,1.155,2017-12-18 00:00:00,1149750.0
9438,2017-11-04 08:06:00,EURUSD,Buy,,225000000.0,P,1.155,2017-12-18 00:00:00,990000.0
9439,2017-11-04 08:06:00,EURUSD,Buy,,1000000.0,P,1.11,2017-12-11 00:00:00,60.0
9440,2017-11-04 08:10:00,EURUSD,Buy,,20000000.0,P,1.2,2019-11-13 00:00:00,829200.0
9441,2017-11-04 08:21:00,EURUSD,Buy,,1000000.0,P,1.12,2017-12-11 00:00:00,110.0
9442,2017-11-04 08:21:00,EURUSD,Buy,,1000000.0,P,1.13,2017-12-11 00:00:00,260.0
9443,2017-11-04 08:19:00,EURUSD,Buy,,1000000.0,P,1.13,2017-12-11 00:00:00,260.0
9444,2017-11-04 08:22:00,EURUSD,Buy,,2000000.0,P,1.13,2017-12-11 00:00:00,520.0
9445,2017-11-04 08:17:00,EURUSD,Buy,,2000000.0,P,1.11,2018-01-12 00:00:00,720.0
9446,2017-11-04 08:24:00,EURUSD,Buy,,500000.0,P,1.175,2017-11-15 00:00:00,4755.0
9447,2017-11-04 08:26:00,EURUSD,Buy,,2000000.0,P,1.12,2018-01-12 00:00:00,1340.0
9448,2017-11-04 08:43:00,EURUSD,Buy,,2000000.0,P,1.13,2018-01-12 00:00:00,2420.0
9449,2017-11-04 08:33:00,EURUSD,Buy,,2000000.0,P,1.11,2018-02-09 00:00:00,1640.0
9450,2017-11-04 08:43:00,EURUSD,Buy,,2000000.0,P,1.12,2018-02-09 00:00:00,2640.0
9451,2017-11-04 08:36:00,EURUSD,Sell,,30000000.0,C,1.2,2018-08-16 00:00:00,554254.0
9452,2017-11-04 09:00:00,EURUSD,Buy,,30000000.0,P,1.095,2018-08-16 00:00:00,120154.0
9453,2017-11-04 08:53:00,EURUSD,Sell,,30000000.0,C,1.2,2018-08-16 00:00:00,643516.0
9454,2017-11-04 08:53:00,EURUSD,Buy,,30000000.0,P,1.095,2018-08-16 00:00:00,140116.0
9455,2017-11-04 08:53:00,EURUSD,Buy,,2000000.0,P,1.13,2018-02-09 00:00:00,4180.0
9456,2017-11-04 08:55:00,EURUSD,Buy,,15000000.0,C,1.16,2018-02-13 00:00:00,230850.0
9457,2017-11-04 08:59:00,EURUSD,Buy,,500000.0,P,1.15,2017-11-30 00:00:00,550.0
9458,2017-11-04 08:56:00,EURUSD,Buy,,15000000.0,C,1.16,2018-03-15 00:00:00,284700.0
9459,2017-11-04 09:02:00,EURUSD,Buy,,15000000.0,C,1.155,2018-03-15 00:00:00,322050.0
9460,2017-11-04 09:03:00,EURUSD,Buy,,10000000.0,C,1.19,2017-12-28 00:00:00,36110.0
9461,2017-11-04 09:14:00,EURUSD,Buy,,10000000.0,P,1.12,2017-12-28 00:00:00,5090.0
9462,2017-11-04 09:04:00,EURUSD,Buy,,10000000.0,P,1.133,2017-12-28 00:00:00,13205.0
9463,2017-11-04 09:27:00,EURUSD,Buy,,10000000.0,C,1.19,2017-12-28 00:00:00,36495.0
