x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,y-count
3,0,0,2,7,4,6,7,2,0,0,2,2,2,2,2,7
0,0,2,7,4,6,7,7,0,0,2,2,2,2,2,2,5
0,2,7,4,6,7,7,5,0,2,2,2,2,2,2,2,5
2,7,4,6,7,7,5,5,2,2,2,2,2,2,2,2,10
7,4,6,7,7,5,5,10,2,2,2,2,2,2,2,2,17
4,6,7,7,5,5,10,17,2,2,2,2,2,2,2,4,18
6,7,7,5,5,10,17,18,2,2,2,2,2,2,4,2,28
7,7,5,5,10,17,18,28,2,2,2,2,2,4,2,2,32
7,5,5,10,17,18,28,32,2,2,2,2,4,2,2,3,38
5,5,10,17,18,28,32,38,2,2,2,4,2,2,3,5,37
5,10,17,18,28,32,38,37,2,2,4,2,2,3,5,4,53
10,17,18,28,32,38,37,53,2,4,2,2,3,5,4,4,53
17,18,28,32,38,37,53,53,4,2,2,3,5,4,4,5,62
18,28,32,38,37,53,53,62,2,2,3,5,4,4,5,6,58
28,32,38,37,53,53,62,58,2,3,5,4,4,5,6,5,68
32,38,37,53,53,62,58,68,3,5,4,4,5,6,5,5,63
38,37,53,53,62,58,68,63,5,4,4,5,6,5,5,6,78
37,53,53,62,58,68,63,78,4,4,5,6,5,5,6,5,69
53,53,62,58,68,63,78,69,4,5,6,5,5,6,5,8,83
53,62,58,68,63,78,69,83,5,6,5,5,6,5,8,7,87
62,58,68,63,78,69,83,87,6,5,5,6,5,8,7,4,86
58,68,63,78,69,83,87,86,5,5,6,5,8,7,4,6,93
68,63,78,69,83,87,86,93,5,6,5,8,7,4,6,5,95
63,78,69,83,87,86,93,95,6,5,8,7,4,6,5,5,87
78,69,83,87,86,93,95,87,5,8,7,4,6,5,5,5,87
69,83,87,86,93,95,87,87,8,7,4,6,5,5,5,4,73
83,87,86,93,95,87,87,73,7,4,6,5,5,5,4,3,60
87,86,93,95,87,87,73,60,4,6,5,5,5,4,3,4,69
86,93,95,87,87,73,60,69,6,5,5,5,4,3,4,4,58
93,95,87,87,73,60,69,58,5,5,5,4,3,4,4,3,57
95,87,87,73,60,69,58,57,5,5,4,3,4,4,3,6,52
87,87,73,60,69,58,57,52,5,4,3,4,4,3,6,6,33
87,73,60,69,58,57,52,33,4,3,4,4,3,6,6,6,28
73,60,69,58,57,52,33,28,3,4,4,3,6,6,6,6,19
60,69,58,57,52,33,28,19,4,4,3,6,6,6,6,6,18
69,58,57,52,33,28,19,18,4,3,6,6,6,6,6,4,10
58,57,52,33,28,19,18,10,3,6,6,6,6,6,4,3,4
57,52,33,28,19,18,10,4,6,6,6,6,6,4,3,6,6
52,33,28,19,18,10,4,6,6,6,6,6,4,3,6,5,9
33,28,19,18,10,4,6,9,6,6,6,4,3,6,5,4,2
28,19,18,10,4,6,9,2,6,6,4,3,6,5,4,4,5
19,18,10,4,6,9,2,5,6,4,3,6,5,4,4,3,2
18,10,4,6,9,2,5,2,4,3,6,5,4,4,3,3,5
10,4,6,9,2,5,2,5,3,6,5,4,4,3,3,4,2
4,6,9,2,5,2,5,2,6,5,4,4,3,3,4,3,4
6,9,2,5,2,5,2,4,5,4,4,3,3,4,3,4,1
9,2,5,2,5,2,4,1,4,4,3,3,4,3,4,3,3
2,5,2,5,2,4,1,3,4,3,3,4,3,4,3,5,0
5,2,5,2,4,1,3,0,3,3,4,3,4,3,5,0,0
2,5,2,4,1,3,0,0,3,4,3,4,3,5,0,0,0
5,2,4,1,3,0,0,0,4,3,4,3,5,0,0,0,1
2,4,1,3,0,0,0,1,3,4,3,5,0,0,0,3,0
4,1,3,0,0,0,1,0,4,3,5,0,0,0,3,0,1
1,3,0,0,0,1,0,1,3,5,0,0,0,3,0,3,1
3,0,0,0,1,0,1,1,5,0,0,0,3,0,3,4,2
0,0,0,1,0,1,1,2,0,0,0,3,0,3,4,4,0
0,0,1,0,1,1,2,0,0,0,3,0,3,4,4,0,0
0,1,0,1,1,2,0,0,0,3,0,3,4,4,0,0,1
1,0,1,1,2,0,0,1,3,0,3,4,4,0,0,3,0
0,1,1,2,0,0,1,0,0,3,4,4,0,0,3,0,0
1,1,2,0,0,1,0,0,3,4,4,0,0,3,0,0,0
1,2,0,0,1,0,0,0,4,4,0,0,3,0,0,0,0
2,0,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1
0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,3,3
0,0,2,0,0,0,1,3,0,0,4,0,0,0,3,4,0
0,2,0,0,0,1,3,0,0,4,0,0,0,3,4,0,0
2,0,0,0,1,3,0,0,4,0,0,0,3,4,0,0,2
0,0,0,1,3,0,0,2,0,0,0,3,4,0,0,3,6
0,0,1,3,0,0,2,6,0,0,3,4,0,0,3,4,5
0,1,3,0,0,2,6,5,0,3,4,0,0,3,4,4,5
1,3,0,0,2,6,5,5,3,4,0,0,3,4,4,4,8
3,0,0,2,6,5,5,8,4,0,0,3,4,4,4,8,7
0,0,2,6,5,5,8,7,0,0,3,4,4,4,8,4,4
0,2,6,5,5,8,7,4,0,3,4,4,4,8,4,5,6
2,6,5,5,8,7,4,6,3,4,4,4,8,4,5,6,5
6,5,5,8,7,4,6,5,4,4,4,8,4,5,6,6,5
5,5,8,7,4,6,5,5,4,4,8,4,5,6,6,4,6
5,8,7,4,6,5,5,6,4,8,4,5,6,6,4,4,13
8,7,4,6,5,5,6,13,8,4,5,6,6,4,4,4,15
7,4,6,5,5,6,13,15,4,5,6,6,4,4,4,4,20
4,6,5,5,6,13,15,20,5,6,6,4,4,4,4,4,24
6,5,5,6,13,15,20,24,6,6,4,4,4,4,4,3,29
5,5,6,13,15,20,24,29,6,4,4,4,4,4,3,4,33
5,6,13,15,20,24,29,33,4,4,4,4,4,3,4,5,35
6,13,15,20,24,29,33,35,4,4,4,4,3,4,5,7,40
13,15,20,24,29,33,35,40,4,4,4,3,4,5,7,7,47
15,20,24,29,33,35,40,47,4,4,3,4,5,7,7,5,42
20,24,29,33,35,40,47,42,4,3,4,5,7,7,5,5,51
24,29,33,35,40,47,42,51,3,4,5,7,7,5,5,4,50
29,33,35,40,47,42,51,50,4,5,7,7,5,5,4,5,54
33,35,40,47,42,51,50,54,5,7,7,5,5,4,5,6,59
35,40,47,42,51,50,54,59,7,7,5,5,4,5,6,6,58
40,47,42,51,50,54,59,58,7,5,5,4,5,6,6,4,65
47,42,51,50,54,59,58,65,5,5,4,5,6,6,4,8,63
42,51,50,54,59,58,65,63,5,4,5,6,6,4,8,8,77
51,50,54,59,58,65,63,77,4,5,6,6,4,8,8,5,64
50,54,59,58,65,63,77,64,5,6,6,4,8,8,5,5,73
54,59,58,65,63,77,64,73,6,6,4,8,8,5,5,5,62
59,58,65,63,77,64,73,62,6,4,8,8,5,5,5,5,53
58,65,63,77,64,73,62,53,4,8,8,5,5,5,5,4,53
65,63,77,64,73,62,53,53,8,8,5,5,5,5,4,4,43
63,77,64,73,62,53,53,43,8,5,5,5,5,4,4,4,43
77,64,73,62,53,53,43,43,5,5,5,5,4,4,4,4,46
64,73,62,53,53,43,43,46,5,5,5,4,4,4,4,6,36
73,62,53,53,43,43,46,36,5,5,4,4,4,4,6,4,22
62,53,53,43,43,46,36,22,5,4,4,4,4,6,4,4,17
53,53,43,43,46,36,22,17,4,4,4,4,6,4,4,4,5
53,43,43,46,36,22,17,5,4,4,4,6,4,4,4,1,6
43,43,46,36,22,17,5,6,4,4,6,4,4,4,1,1,4
43,46,36,22,17,5,6,4,4,6,4,4,4,1,1,1,8
46,36,22,17,5,6,4,8,6,4,4,4,1,1,1,1,2
36,22,17,5,6,4,8,2,4,4,4,1,1,1,1,1,5
22,17,5,6,4,8,2,5,4,4,1,1,1,1,1,1,2
17,5,6,4,8,2,5,2,4,1,1,1,1,1,1,1,5
5,6,4,8,2,5,2,5,1,1,1,1,1,1,1,1,2
6,4,8,2,5,2,5,2,1,1,1,1,1,1,1,1,4
4,8,2,5,2,5,2,4,1,1,1,1,1,1,1,1,1
8,2,5,2,5,2,4,1,1,1,1,1,1,1,1,1,3
2,5,2,5,2,4,1,3,1,1,1,1,1,1,1,1,0
5,2,5,2,4,1,3,0,1,1,1,1,1,1,1,0,0
2,5,2,4,1,3,0,0,1,1,1,1,1,1,0,0,0
5,2,4,1,3,0,0,0,1,1,1,1,1,0,0,0,1
2,4,1,3,0,0,0,1,1,1,1,1,0,0,0,1,0
4,1,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1
1,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
3,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,2
0,0,0,1,0,1,1,2,0,0,0,1,0,1,1,1,0
0,0,1,0,1,1,2,0,0,0,1,0,1,1,1,0,1
0,1,0,1,1,2,0,1,0,1,0,1,1,1,0,1,0
1,0,1,1,2,0,1,0,1,0,1,1,1,0,1,0,0
0,1,1,2,0,1,0,0,0,1,1,1,0,1,0,0,0
1,1,2,0,1,0,0,0,1,1,1,0,1,0,0,0,0
1,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1
0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0
0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,4
1,0,0,1,1,1,0,4,1,0,0,1,1,1,0,1,0
0,0,1,1,1,0,4,0,0,0,1,1,1,0,1,0,0
0,1,1,1,0,4,0,0,0,1,1,1,0,1,0,0,0
1,1,1,0,4,0,0,0,1,1,1,0,1,0,0,0,0
1,1,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0
1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,3
0,0,2,0,0,0,1,3,0,0,1,0,0,0,1,1,0
0,2,0,0,0,1,3,0,0,1,0,0,0,1,1,0,0
2,0,0,0,1,3,0,0,1,0,0,0,1,1,0,0,2
0,0,0,1,3,0,0,2,0,0,0,1,1,0,0,1,0
0,0,1,3,0,0,2,0,0,0,1,1,0,0,1,0,0
0,1,3,0,0,2,0,0,0,1,1,0,0,1,0,0,1
1,3,0,0,2,0,0,1,1,1,0,0,1,0,0,1,2
3,0,0,2,0,0,1,2,1,0,0,1,0,0,1,1,1
0,0,2,0,0,1,2,1,0,0,1,0,0,1,1,1,3
0,2,0,0,1,2,1,3,0,1,0,0,1,1,1,1,5
2,0,0,1,2,1,3,5,1,0,0,1,1,1,1,1,2
0,0,1,2,1,3,5,2,0,0,1,1,1,1,1,1,5
0,1,2,1,3,5,2,5,0,1,1,1,1,1,1,1,3
1,2,1,3,5,2,5,3,1,1,1,1,1,1,1,1,11
2,1,3,5,2,5,3,11,1,1,1,1,1,1,1,1,10
1,3,5,2,5,3,11,10,1,1,1,1,1,1,1,1,15
3,5,2,5,3,11,10,15,1,1,1,1,1,1,1,1,15
5,2,5,3,11,10,15,15,1,1,1,1,1,1,1,6,22
2,5,3,11,10,15,15,22,1,1,1,1,1,1,6,1,19
5,3,11,10,15,15,22,19,1,1,1,1,1,6,1,1,29
3,11,10,15,15,22,19,29,1,1,1,1,6,1,1,6,28
11,10,15,15,22,19,29,28,1,1,1,6,1,1,6,10,30
10,15,15,22,19,29,28,30,1,1,6,1,1,6,10,6,36
15,15,22,19,29,28,30,36,1,6,1,1,6,10,6,6,32
15,22,19,29,28,30,36,32,6,1,1,6,10,6,6,4,54
22,19,29,28,30,36,32,54,1,1,6,10,6,6,4,5,46
19,29,28,30,36,32,54,46,1,6,10,6,6,4,5,5,61
29,28,30,36,32,54,46,61,6,10,6,6,4,5,5,6,50
28,30,36,32,54,46,61,50,10,6,6,4,5,5,6,4,56
30,36,32,54,46,61,50,56,6,6,4,5,5,6,4,7,49
36,32,54,46,61,50,56,49,6,4,5,5,6,4,7,7,46
32,54,46,61,50,56,49,46,4,5,5,6,4,7,7,5,43
54,46,61,50,56,49,46,43,5,5,6,4,7,7,5,5,41
46,61,50,56,49,46,43,41,5,6,4,7,7,5,5,8,40
61,50,56,49,46,43,41,40,6,4,7,7,5,5,8,5,40
50,56,49,46,43,41,40,40,4,7,7,5,5,8,5,5,35
56,49,46,43,41,40,40,35,7,7,5,5,8,5,5,6,34
49,46,43,41,40,40,35,34,7,5,5,8,5,5,6,5,26
46,43,41,40,40,35,34,26,5,5,8,5,5,6,5,5,28
43,41,40,40,35,34,26,28,5,8,5,5,6,5,5,5,28
41,40,40,35,34,26,28,28,8,5,5,6,5,5,5,5,19
40,40,35,34,26,28,28,19,5,5,6,5,5,5,5,4,13
40,35,34,26,28,28,19,13,5,6,5,5,5,5,4,4,6
35,34,26,28,28,19,13,6,6,5,5,5,5,4,4,4,6
34,26,28,28,19,13,6,6,5,5,5,5,4,4,4,5,4
26,28,28,19,13,6,6,4,5,5,5,4,4,4,5,4,3
28,28,19,13,6,6,4,3,5,5,4,4,4,5,4,4,2
28,19,13,6,6,4,3,2,5,4,4,4,5,4,4,6,4
19,13,6,6,4,3,2,4,4,4,4,5,4,4,6,6,2
13,6,6,4,3,2,4,2,4,4,5,4,4,6,6,5,2
6,6,4,3,2,4,2,2,4,5,4,4,6,6,5,4,0
6,4,3,2,4,2,2,0,5,4,4,6,6,5,4,0,0
4,3,2,4,2,2,0,0,4,4,6,6,5,4,0,0,0
3,2,4,2,2,0,0,0,4,6,6,5,4,0,0,0,0
2,4,2,2,0,0,0,0,6,6,5,4,0,0,0,0,0
4,2,2,0,0,0,0,0,6,5,4,0,0,0,0,0,0
2,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1
0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,4,1
0,0,0,0,2,0,1,1,0,0,0,0,6,0,4,4,2
0,0,0,2,0,1,1,2,0,0,0,6,0,4,4,2,0
0,0,2,0,1,1,2,0,0,0,6,0,4,4,2,0,1
0,2,0,1,1,2,0,1,0,6,0,4,4,2,0,6,0
2,0,1,1,2,0,1,0,6,0,4,4,2,0,6,0,0
0,1,1,2,0,1,0,0,0,4,4,2,0,6,0,0,0
1,1,2,0,1,0,0,0,4,4,2,0,6,0,0,0,0
1,2,0,1,0,0,0,0,4,2,0,6,0,0,0,0,0
2,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1
0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0
0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,3
1,0,0,1,1,1,0,3,1,0,0,1,1,1,0,6,1
0,0,1,1,1,0,3,1,0,0,1,1,1,0,6,1,0
0,1,1,1,0,3,1,0,0,1,1,1,0,6,1,0,0
1,1,1,0,3,1,0,0,1,1,1,0,6,1,0,0,0
1,1,0,3,1,0,0,0,1,1,0,6,1,0,0,0,0
1,0,3,1,0,0,0,0,1,0,6,1,0,0,0,0,0
0,3,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
3,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4
0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,5,0
0,2,0,0,0,0,4,0,0,1,0,0,0,0,5,0,0
2,0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,2
0,0,0,0,4,0,0,2,0,0,0,0,5,0,0,2,0
0,0,0,4,0,0,2,0,0,0,0,5,0,0,2,0,0
0,0,4,0,0,2,0,0,0,0,5,0,0,2,0,0,0
0,4,0,0,2,0,0,0,0,5,0,0,2,0,0,0,3
4,0,0,2,0,0,0,3,5,0,0,2,0,0,0,4,1
0,0,2,0,0,0,3,1,0,0,2,0,0,0,4,2,2
0,2,0,0,0,3,1,2,0,2,0,0,0,4,2,4,7
2,0,0,0,3,1,2,7,2,0,0,0,4,2,4,4,7
0,0,0,3,1,2,7,7,0,0,0,4,2,4,4,4,15
0,0,3,1,2,7,7,15,0,0,4,2,4,4,4,4,13
0,3,1,2,7,7,15,13,0,4,2,4,4,4,4,4,23
3,1,2,7,7,15,13,23,4,2,4,4,4,4,4,6,27
1,2,7,7,15,13,23,27,2,4,4,4,4,4,6,7,33
2,7,7,15,13,23,27,33,4,4,4,4,4,6,7,6,33
7,7,15,13,23,27,33,33,4,4,4,4,6,7,6,4,38
7,15,13,23,27,33,33,38,4,4,4,6,7,6,4,3,47
15,13,23,27,33,33,38,47,4,4,6,7,6,4,3,5,49
13,23,27,33,33,38,47,49,4,6,7,6,4,3,5,4,50
23,27,33,33,38,47,49,50,6,7,6,4,3,5,4,7,62
27,33,33,38,47,49,50,62,7,6,4,3,5,4,7,5,65
33,33,38,47,49,50,62,65,6,4,3,5,4,7,5,7,67
33,38,47,49,50,62,65,67,4,3,5,4,7,5,7,5,68
38,47,49,50,62,65,67,68,3,5,4,7,5,7,5,6,75
47,49,50,62,65,67,68,75,5,4,7,5,7,5,6,7,84
49,50,62,65,67,68,75,84,4,7,5,7,5,6,7,6,83
50,62,65,67,68,75,84,83,7,5,7,5,6,7,6,4,87
62,65,67,68,75,84,83,87,5,7,5,6,7,6,4,5,86
65,67,68,75,84,83,87,86,7,5,6,7,6,4,5,6,80
67,68,75,84,83,87,86,80,5,6,7,6,4,5,6,4,78
