x-count,x-count,x-notional,x-notional,y-count
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,3,0
3,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,7,0
2,0,7,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,6,0
3,0,6,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,6,0
1,0,6,0,0
0,0,0,0,1
0,1,0,7,0
1,0,7,0,1
0,1,0,5,1
1,1,5,9,2
1,2,9,9,0
2,0,9,0,3
0,3,0,7,0
3,0,7,0,1
0,1,0,7,1
1,1,7,5,2
1,2,5,5,0
2,0,5,0,2
0,2,0,6,0
2,0,6,0,1
0,1,0,5,0
1,0,5,0,5
0,5,0,6,9
5,9,6,6,9
9,9,6,2,14
9,14,2,2,14
14,14,2,4,17
14,17,4,6,20
17,20,6,4,24
20,24,4,5,23
24,23,5,4,31
23,31,4,6,30
31,30,6,7,35
30,35,7,7,36
35,36,7,5,38
36,38,5,5,41
38,41,5,5,44
41,44,5,4,47
44,47,4,7,51
47,51,7,7,48
51,48,7,6,52
48,52,6,6,45
52,45,6,5,45
45,45,5,6,47
45,47,6,4,39
47,39,4,3,37
39,37,3,1,33
37,33,1,1,27
33,27,1,1,33
27,33,1,1,26
33,26,1,1,21
26,21,1,1,22
21,22,1,1,16
22,16,1,4,16
16,16,4,4,14
16,14,4,2,10
14,10,2,1,5
10,5,1,1,7
5,7,1,1,6
7,6,1,1,5
6,5,1,1,3
5,3,1,1,2
3,2,1,1,1
2,1,1,1,0
1,0,1,0,1
0,1,0,8,0
1,0,8,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,9,0
1,0,9,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,1,0
3,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,1,4
3,4,1,1,1
4,1,1,1,1
1,1,1,1,0
1,0,1,0,2
0,2,0,1,0
2,0,1,0,1
0,1,0,1,3
1,3,1,1,0
3,0,1,0,1
0,1,0,1,3
1,3,1,1,4
3,4,1,1,0
4,0,1,0,3
0,3,0,1,1
3,1,1,1,2
1,2,1,1,0
2,0,1,0,7
0,7,0,1,18
7,18,1,1,16
18,16,1,1,23
16,23,1,1,25
23,25,1,1,34
25,34,1,4,33
34,33,4,8,42
33,42,8,5,47
42,47,5,6,54
47,54,6,6,53
54,53,6,6,61
53,61,6,4,63
61,63,4,5,71
63,71,5,6,77
71,77,6,7,77
77,77,7,6,86
77,86,6,6,88
86,88,6,6,88
88,88,6,4,93
88,93,4,3,78
93,78,3,4,87
78,87,4,5,84
87,84,5,5,67
84,67,5,4,67
67,67,4,5,62
67,62,5,6,54
62,54,6,5,55
54,55,5,6,44
55,44,6,5,42
44,42,5,4,38
42,38,4,6,30
38,30,6,6,28
30,28,6,4,25
28,25,4,4,15
25,15,4,5,12
15,12,5,5,9
12,9,5,5,12
9,12,5,4,9
12,9,4,6,5
9,5,6,6,4
5,4,6,5,1
4,1,5,5,0
1,0,5,0,1
0,1,0,5,0
1,0,5,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,5,0
1,0,5,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,5,0
3,0,5,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,4,5
3,5,4,3,0
5,0,3,0,1
0,1,0,5,0
1,0,5,0,3
0,3,0,6,5
3,5,6,7,0
5,0,7,0,1
0,1,0,2,0
1,0,2,0,3
0,3,0,4,2
3,2,4,5,0
2,0,5,0,5
0,5,0,4,0
5,0,4,0,3
0,3,0,4,3
3,3,4,4,6
3,6,4,4,0
6,0,4,0,6
0,6,0,5,0
6,0,5,0,3
0,3,0,5,0
3,0,5,0,14
0,14,0,5,22
14,22,5,6,24
22,24,6,8,36
24,36,8,7,41
36,41,7,4,49
41,49,4,5,52
49,52,5,6,62
52,62,6,6,66
62,66,6,4,82
66,82,4,7,82
82,82,7,8,90
82,90,8,4,95
90,95,4,3,111
95,111,3,2,102
111,102,2,5,129
102,129,5,6,125
129,125,6,7,132
125,132,7,6,133
132,133,6,6,141
133,141,6,6,123
141,123,6,5,127
123,127,5,5,119
127,119,5,6,113
119,113,6,6,96
113,96,6,4,89
96,89,4,8,82
89,82,8,4,83
82,83,4,6,67
83,67,6,6,69
67,69,6,6,46
69,46,6,6,53
46,53,6,6,40
53,40,6,6,40
40,40,6,6,23
40,23,6,3,19
23,19,3,4,15
19,15,4,3,13
15,13,3,4,13
13,13,4,4,10
13,10,4,4,6
10,6,4,3,0
6,0,3,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,3,0
2,0,3,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,3,0
2,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,3,4
3,4,3,3,1
4,1,3,4,1
1,1,4,1,0
1,0,1,0,3
0,3,0,3,1
3,1,3,9,1
1,1,9,1,5
1,5,1,8,0
5,0,8,0,2
0,2,0,3,2
2,2,3,5,4
2,4,5,6,1
4,1,6,3,5
1,5,3,7,0
5,0,7,0,2
0,2,0,7,0
2,0,7,0,9
0,9,0,6,21
9,21,6,7,18
21,18,7,6,28
18,28,6,5,33
28,33,5,4,39
33,39,4,5,39
39,39,5,7,55
39,55,7,6,49
55,49,6,7,68
49,68,7,4,62
68,62,4,4,76
62,76,4,3,75
76,75,3,7,87
75,87,7,6,84
87,84,6,8,101
84,101,8,6,98
101,98,6,4,108
98,108,4,8,109
108,109,8,7,103
109,103,7,7,103
103,103,7,7,101
103,101,7,6,99
101,99,6,5,88
99,88,5,4,80
88,80,4,2,73
80,73,2,5,67
73,67,5,3,59
67,59,3,4,55
59,55,4,4,57
55,57,4,5,36
57,36,5,7,45
36,45,7,9,32
45,32,9,7,28
32,28,7,6,18
28,18,6,6,17
18,17,6,4,14
17,14,4,2,11
14,11,2,2,11
11,11,2,2,5
11,5,2,2,4
5,4,2,2,0
4,0,2,0,1
0,1,0,2,0
1,0,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,2,0
2,0,2,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,2,0
2,0,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,2,0
2,0,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,2,6
2,6,2,2,0
6,0,2,0,1
0,1,0,2,3
1,3,2,2,5
3,5,2,2,0
5,0,2,0,0
0,0,0,0,1
0,1,0,2,2
1,2,2,2,1
2,1,2,2,0
1,0,2,0,3
0,3,0,2,1
3,1,2,2,1
1,1,2,2,1
1,1,2,2,4
1,4,2,2,0
4,0,2,0,4
0,4,0,2,0
4,0,2,0,1
0,1,0,2,0
1,0,2,0,7
0,7,0,2,11
7,11,2,2,15
11,15,2,2,22
15,22,2,8,20
22,20,8,6,30
20,30,6,9,28
30,28,9,7,34
28,34,7,6,37
34,37,6,4,49
37,49,4,6,46
49,46,6,5,45
46,45,5,8,62
45,62,8,7,60
62,60,7,7,58
60,58,7,7,71
58,71,7,6,66
71,66,6,4,76
66,76,4,5,78
76,78,5,3,73
78,73,3,3,74
73,74,3,3,63
74,63,3,2,73
63,73,2,5,62
73,62,5,6,58
62,58,6,7,50
58,50,7,3,43
50,43,3,4,49
43,49,4,3,39
49,39,3,3,32
39,32,3,3,33
32,33,3,4,27
33,27,4,4,24
27,24,4,4,8
24,8,4,3,8
8,8,3,3,4
8,4,3,9,2
4,2,9,4,0
2,0,4,0,1
0,1,0,4,0
1,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,4,0
2,0,4,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,4,0
2,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,4,0
2,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,1
1,1,3,4,3
1,3,4,4,0
3,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,4
0,4,0,7,0
4,0,7,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,1
1,1,3,3,0
1,0,3,0,1
0,1,0,3,0
1,0,3,0,1
0,1,0,5,1
1,1,5,5,0
1,0,5,0,3
0,3,0,5,1
3,1,5,5,4
1,4,5,5,0
4,0,5,0,1
0,1,0,5,0
1,0,5,0,8
0,8,0,5,12
8,12,5,5,13
12,13,5,5,20
13,20,5,5,21
20,21,5,5,30
21,30,5,8,26
30,26,8,6,37
26,37,6,6,36
37,36,6,6,49
36,49,6,7,43
49,43,7,4,53
43,53,4,6,51
53,51,6,6,65
51,65,6,9,62
65,62,9,8,63
62,63,8,7,72
63,72,7,6,81
72,81,6,5,73
81,73,5,7,77
73,77,7,8,69
77,69,8,4,73
69,73,4,6,66
73,66,6,5,60
66,60,5,4,56
60,56,4,4,52
56,52,4,2,44
52,44,2,4,44
44,44,4,5,41
44,41,5,7,37
41,37,7,6,30
37,30,6,6,29
30,29,6,7,20
29,20,7,6,9
20,9,6,6,9
9,9,6,6,4
9,4,6,7,2
4,2,7,4,0
2,0,4,0,1
0,1,0,4,0
1,0,4,0,2
0,2,0,4,0
2,0,4,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,6,1
1,1,6,6,0
1,0,6,0,0
0,0,0,0,1
0,1,0,6,1
1,1,6,7,0
1,0,7,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,5,0
2,0,5,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,4,0
2,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,1
1,1,3,6,0
1,0,6,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,6,0
1,0,6,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,6,1
1,1,6,6,0
1,0,6,0,1
0,1,0,6,0
1,0,6,0,0
0,0,0,0,2
0,2,0,6,0
2,0,6,0,5
0,5,0,6,0
5,0,6,0,4
0,4,0,6,6
4,6,6,6,0
6,0,6,0,3
0,3,0,6,2
3,2,6,3,1
2,1,3,4,0
1,0,4,0,8
0,8,0,2,16
8,16,2,4,17
16,17,4,4,25
17,25,4,4,24
25,24,4,4,36
24,36,4,4,35
36,35,4,4,40
35,40,4,6,44
40,44,6,4,60
44,60,4,4,56
60,56,4,3,60
56,60,3,3,62
60,62,3,4,74
62,74,4,6,67
74,67,6,6,87
67,87,6,5,82
87,82,5,5,91
82,91,5,4,87
91,87,4,4,95
87,95,4,4,85
95,85,4,5,82
85,82,5,4,83
82,83,4,4,75
83,75,4,7,62
75,62,7,5,68
62,68,5,5,52
68,52,5,4,60
52,60,4,4,44
60,44,4,4,42
44,42,4,5,38
42,38,5,4,34
38,34,4,5,27
34,27,5,6,9
27,9,6,7,10
9,10,7,6,6
10,6,6,7,0
6,0,7,0,1
0,1,0,7,1
1,1,7,7,1
1,1,7,2,0
1,0,2,0,0
0,0,0,0,1
0,1,0,2,1
1,1,2,4,0
1,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,6,0
3,0,6,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,4,0
2,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,7,0
1,0,7,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,7,1
3,1,7,4,0
1,0,4,0,1
0,1,0,4,0
1,0,4,0,1
0,1,0,4,6
1,6,4,4,7
6,7,4,5,6
7,6,5,6,7
6,7,6,6,7
7,7,6,4,8
7,8,4,3,9
8,9,3,4,11
9,11,4,7,19
11,19,7,3,19
19,19,3,3,27
19,27,3,4,33
27,33,4,4,40
33,40,4,4,43
40,43,4,5,48
43,48,5,5,60
48,60,5,5,66
60,66,5,4,65
66,65,4,8,72
65,72,8,3,77
72,77,3,4,82
77,82,4,6,93
82,93,6,4,99
93,99,4,4,95
99,95,4,6,114
95,114,6,5,107
114,107,5,4,110
107,110,4,4,103
110,103,4,6,99
103,99,6,6,100
99,100,6,5,84
100,84,5,5,84
84,84,5,4,71
84,71,4,4,64
71,64,4,4,69
64,69,4,3,56
69,56,3,2,52
56,52,2,6,45
52,45,6,4,40
45,40,4,5,29
40,29,5,6,15
29,15,6,6,12
15,12,6,9,7
12,7,9,3,0
7,0,3,0,2
0,2,0,3,0
2,0,3,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,3,0
3,0,3,0,2
0,2,0,3,0
2,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,1
1,1,3,3,1
1,1,3,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,3,0
2,0,3,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,3,1
1,1,3,3,0
1,0,3,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,2
0,2,0,3,7
2,7,3,3,8
7,8,3,3,7
8,7,3,2,3
7,3,2,1,8
3,8,1,1,6
8,6,1,1,9
6,9,1,1,9
9,9,1,1,9
9,9,1,2,11
9,11,2,7,13
11,13,7,1,23
13,23,1,1,23
23,23,1,4,33
23,33,4,6,36
33,36,6,2,52
36,52,2,2,47
52,47,2,5,61
47,61,5,6,69
61,69,6,5,75
69,75,5,6,82
75,82,6,7,82
82,82,7,5,95
82,95,5,7,111
95,111,7,5,102
111,102,5,5,120
102,120,5,5,115
120,115,5,6,134
115,134,6,5,129
134,129,5,4,135
129,135,4,4,120
135,120,4,4,114
120,114,4,6,125
114,125,6,5,108
125,108,5,7,92
108,92,7,6,90
92,90,6,5,72
90,72,5,4,88
72,88,4,6,61
88,61,6,5,65
61,65,5,6,49
65,49,6,7,54
49,54,7,6,36
54,36,6,6,15
36,15,6,3,15
15,15,3,6,7
15,7,6,7,0
7,0,7,0,2
0,2,0,3,0
2,0,3,0,1
0,1,0,3,0
1,0,3,0,0
0,0,0,0,1
0,1,0,3,1
1,1,3,3,0
1,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,6,0
3,0,6,0,2
0,2,0,6,0
2,0,6,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,1,0
1,0,1,0,1
0,1,0,1,0
1,0,1,0,1
0,1,0,1,0
1,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,1,1
1,1,1,1,3
1,3,1,1,0
3,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,8,0
1,0,8,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,8,0
1,0,8,0,1
0,1,0,8,4
1,4,8,7,5
4,5,7,5,5
5,5,5,2,3
5,3,2,1,8
3,8,1,1,7
8,7,1,1,14
7,14,1,2,14
14,14,2,6,21
14,21,6,5,23
21,23,5,4,31
23,31,4,4,29
31,29,4,4,37
29,37,4,5,37
37,37,5,8,48
37,48,8,5,49
48,49,5,4,52
49,52,4,5,57
52,57,5,4,61
57,61,4,4,64
61,64,4,4,70
64,70,4,5,70
70,70,5,5,80
70,80,5,6,82
80,82,6,6,77
82,77,6,6,75
77,75,6,4,69
75,69,4,6,70
69,70,6,5,66
70,66,5,9,59
66,59,9,7,50
59,50,7,2,43
50,43,2,3,52
43,52,3,7,43
52,43,7,6,34
43,34,6,7,29
34,29,7,4,33
29,33,4,2,23
33,23,2,1,7
23,7,1,1,8
7,8,1,1,5
8,5,1,1,0
5,0,1,0,1
0,1,0,1,0
1,0,1,0,12
0,12,0,1,9
12,9,1,1,0
9,0,1,0,2
0,2,0,1,0
2,0,1,0,1
0,1,0,1,0
1,0,1,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,1,1
1,1,1,1,0
1,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,1,2
1,2,1,1,1
2,1,1,1,0
1,0,1,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,1,0
1,0,1,0,2
0,2,0,10,0
2,0,10,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,2,0,1,1
2,1,1,1,0
1,0,1,0,0
0,0,0,0,0
0,0,0,0,3
0,3,0,1,0
3,0,1,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,1,2
1,2,1,1,0
2,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,0,1,4
1,4,1,1,3
4,3,1,1,2
3,2,1,1,3
2,3,1,1,4
3,4,1,1,4
4,4,1,1,4
4,4,1,1,6
4,6,1,1,7
6,7,1,1,10
7,10,1,4,12
10,12,4,3,17
12,17,3,4,18
17,18,4,4,26
18,26,4,5,22
26,22,5,5,34
22,34,5,6,32
34,32,6,2,38
