x-count,x-count,x-count,x-count,x-notional,x-notional,x-notional,x-notional,y-count
15,13,23,27,4,4,6,7,33
13,23,27,33,4,6,7,6,33
23,27,33,33,6,7,6,4,38
27,33,33,38,7,6,4,3,47
33,33,38,47,6,4,3,5,49
33,38,47,49,4,3,5,4,50
38,47,49,50,3,5,4,7,62
47,49,50,62,5,4,7,5,65
49,50,62,65,4,7,5,7,67
50,62,65,67,7,5,7,5,68
62,65,67,68,5,7,5,6,75
65,67,68,75,7,5,6,7,84
67,68,75,84,5,6,7,6,83
68,75,84,83,6,7,6,4,87
75,84,83,87,7,6,4,5,86
84,83,87,86,6,4,5,6,80
83,87,86,80,4,5,6,4,78
87,86,80,78,5,6,4,6,79
86,80,78,79,6,4,6,4,72
80,78,79,72,4,6,4,7,64
78,79,72,64,6,4,7,6,56
79,72,64,56,4,7,6,6,52
72,64,56,52,7,6,6,5,53
64,56,52,53,6,6,5,4,39
56,52,53,39,6,5,4,5,43
52,53,39,43,5,4,5,6,38
53,39,43,38,4,5,6,6,29
39,43,38,29,5,6,6,6,27
43,38,29,27,6,6,6,4,26
38,29,27,26,6,6,4,7,14
29,27,26,14,6,4,7,6,17
27,26,14,17,4,7,6,6,10
26,14,17,10,7,6,6,6,8
14,17,10,8,6,6,6,4,6
17,10,8,6,6,6,4,4,9
10,8,6,9,6,4,4,4,2
8,6,9,2,4,4,4,3,4
6,9,2,4,4,4,3,4,3
9,2,4,3,4,3,4,4,4
2,4,3,4,3,4,4,5,1
4,3,4,1,4,4,5,5,3
3,4,1,3,4,5,5,5,0
4,1,3,0,5,5,5,0,1
1,3,0,1,5,5,0,3,0
3,0,1,0,5,0,3,0,1
0,1,0,1,0,3,0,3,1
1,0,1,1,3,0,3,4,2
0,1,1,2,0,3,4,3,0
1,1,2,0,3,4,3,0,0
1,2,0,0,4,3,0,0,1
2,0,0,1,3,0,0,4,0
0,0,1,0,0,0,4,0,0
0,1,0,0,0,4,0,0,0
1,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,4,0
0,0,1,0,0,0,4,0,0
0,1,0,0,0,4,0,0,0
1,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,3,2
0,0,1,2,0,0,3,3,1
0,1,2,1,0,3,3,4,1
1,2,1,1,3,3,4,3,3
2,1,1,3,3,4,3,3,0
1,1,3,0,4,3,3,0,0
1,3,0,0,3,3,0,0,0
3,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,3,0
0,0,2,0,0,0,3,0,0
0,2,0,0,0,3,0,0,0
2,0,0,0,3,0,0,0,1
0,0,0,1,0,0,0,3,3
0,0,1,3,0,0,3,4,0
0,1,3,0,0,3,4,0,0
1,3,0,0,3,4,0,0,2
3,0,0,2,4,0,0,4,0
0,0,2,0,0,0,4,0,0
0,2,0,0,0,4,0,0,2
2,0,0,2,4,0,0,3,2
0,0,2,2,0,0,3,5,2
0,2,2,2,0,3,5,5,3
2,2,2,3,3,5,5,7,5
2,2,3,5,5,5,7,4,6
2,3,5,6,5,7,4,4,11
3,5,6,11,7,4,4,4,13
5,6,11,13,4,4,4,4,16
6,11,13,16,4,4,4,4,21
11,13,16,21,4,4,4,6,25
13,16,21,25,4,4,6,4,27
16,21,25,27,4,6,4,5,29
21,25,27,29,6,4,5,6,34
25,27,29,34,4,5,6,5,40
27,29,34,40,5,6,5,6,37
29,34,40,37,6,5,6,6,48
34,40,37,48,5,6,6,6,47
40,37,48,47,6,6,6,7,52
37,48,47,52,6,6,7,4,46
48,47,52,46,6,7,4,4,66
47,52,46,66,7,4,4,6,62
52,46,66,62,4,4,6,5,62
46,66,62,62,4,6,5,6,60
66,62,62,60,6,5,6,5,71
62,62,60,71,5,6,5,5,63
62,60,71,63,6,5,5,5,59
60,71,63,59,5,5,5,4,62
71,63,59,62,5,5,4,4,48
63,59,62,48,5,4,4,4,50
59,62,48,50,4,4,4,4,45
62,48,50,45,4,4,4,5,39
48,50,45,39,4,4,5,4,38
50,45,39,38,4,5,4,6,31
45,39,38,31,5,4,6,7,33
39,38,31,33,4,6,7,7,30
38,31,33,30,6,7,7,6,25
31,33,30,25,7,7,6,6,20
33,30,25,20,7,6,6,6,16
30,25,20,16,6,6,6,7,15
25,20,16,15,6,6,7,4,8
20,16,15,8,6,7,4,7,8
16,15,8,8,7,4,7,7,6
15,8,8,6,4,7,7,8,5
8,8,6,5,7,7,8,3,8
8,6,5,8,7,8,3,4,2
6,5,8,2,8,3,4,1,5
5,8,2,5,3,4,1,2,3
8,2,5,3,4,1,2,3,3
2,5,3,3,1,2,3,3,2
5,3,3,2,2,3,3,3,3
3,3,2,3,3,3,3,3,0
3,2,3,0,3,3,3,0,1
2,3,0,1,3,3,0,3,0
3,0,1,0,3,0,3,0,1
0,1,0,1,0,3,0,3,1
1,0,1,1,3,0,3,3,2
0,1,1,2,0,3,3,8,0
1,1,2,0,3,3,8,0,1
1,2,0,1,3,8,0,8,0
2,0,1,0,8,0,8,0,0
0,1,0,0,0,8,0,0,0
1,0,0,0,8,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,4,0
0,0,1,0,0,0,4,0,0
0,1,0,0,0,4,0,0,0
1,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,3,0
0,0,2,0,0,0,3,0,0
0,2,0,0,0,3,0,0,0
2,0,0,0,3,0,0,0,1
0,0,0,1,0,0,0,3,2
0,0,1,2,0,0,3,3,1
0,1,2,1,0,3,3,3,0
1,2,1,0,3,3,3,0,2
2,1,0,2,3,3,0,3,3
1,0,2,3,3,0,3,3,3
0,2,3,3,0,3,3,3,4
2,3,3,4,3,3,3,5,7
3,3,4,7,3,3,5,6,8
3,4,7,8,3,5,6,5,16
4,7,8,16,5,6,5,6,14
7,8,16,14,6,5,6,5,28
8,16,14,28,5,6,5,6,25
16,14,28,25,6,5,6,6,38
14,28,25,38,5,6,6,4,37
28,25,38,37,6,6,4,4,44
25,38,37,44,6,4,4,5,42
38,37,44,42,4,4,5,6,59
37,44,42,59,4,5,6,6,49
44,42,59,49,5,6,6,6,69
42,59,49,69,6,6,6,6,61
59,49,69,61,6,6,6,6,71
49,69,61,71,6,6,6,4,78
69,61,71,78,6,6,4,4,84
61,71,78,84,6,4,4,4,84
71,78,84,84,4,4,4,5,89
78,84,84,89,4,4,5,5,92
84,84,89,92,4,5,5,4,94
84,89,92,94,5,5,4,2,84
89,92,94,84,5,4,2,2,87
92,94,84,87,4,2,2,1,77
94,84,87,77,2,2,1,4,82
84,87,77,82,2,1,4,4,66
87,77,82,66,1,4,4,2,63
77,82,66,63,4,4,2,4,53
82,66,63,53,4,2,4,5,58
66,63,53,58,2,4,5,6,44
63,53,58,44,4,5,6,6,44
53,58,44,44,5,6,6,7,40
58,44,44,40,6,6,7,6,32
44,44,40,32,6,7,6,8,31
44,40,32,31,7,6,8,6,23
40,32,31,23,6,8,6,6,19
32,31,23,19,8,6,6,5,15
31,23,19,15,6,6,5,4,8
23,19,15,8,6,5,4,7,8
19,15,8,8,5,4,7,5,6
15,8,8,6,4,7,5,3,10
8,8,6,10,7,5,3,7,10
8,6,10,10,5,3,7,7,7
6,10,10,7,3,7,7,3,7
10,10,7,7,7,7,3,6,4
10,7,7,4,7,3,6,6,5
7,7,4,5,3,6,6,6,2
7,4,5,2,6,6,6,6,5
4,5,2,5,6,6,6,1,0
5,2,5,0,6,6,1,0,2
2,5,0,2,6,1,0,1,1
5,0,2,1,1,0,1,1,1
0,2,1,1,0,1,1,1,0
2,1,1,0,1,1,1,0,1
1,1,0,1,1,1,0,9,1
1,0,1,1,1,0,9,9,2
0,1,1,2,0,9,9,9,0
1,1,2,0,9,9,9,0,1
1,2,0,1,9,9,0,9,0
2,0,1,0,9,0,9,0,0
0,1,0,0,0,9,0,0,0
1,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,9,0
0,0,1,0,0,0,9,0,0
0,1,0,0,0,9,0,0,0
1,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,6,0
0,0,2,0,0,0,6,0,0
0,2,0,0,0,6,0,0,0
2,0,0,0,6,0,0,0,1
0,0,0,1,0,0,0,8,2
0,0,1,2,0,0,8,8,0
0,1,2,0,0,8,8,0,0
1,2,0,0,8,8,0,0,0
2,0,0,0,8,0,0,0,1
0,0,0,1,0,0,0,2,2
0,0,1,2,0,0,2,6,0
0,1,2,0,0,2,6,0,0
1,2,0,0,2,6,0,0,1
2,0,0,1,6,0,0,6,2
0,0,1,2,0,0,6,6,1
0,1,2,1,0,6,6,5,3
1,2,1,3,6,6,5,4,5
2,1,3,5,6,5,4,4,5
1,3,5,5,5,4,4,4,9
3,5,5,9,4,4,4,5,14
5,5,9,14,4,4,5,4,14
5,9,14,14,4,5,4,5,20
9,14,14,20,5,4,5,6,21
14,14,20,21,4,5,6,4,24
14,20,21,24,5,6,4,6,28
20,21,24,28,6,4,6,8,32
21,24,28,32,4,6,8,5,33
24,28,32,33,6,8,5,4,37
28,32,33,37,8,5,4,4,38
32,33,37,38,5,4,4,4,45
33,37,38,45,4,4,4,4,49
37,38,45,49,4,4,4,4,48
38,45,49,48,4,4,4,4,51
45,49,48,51,4,4,4,3,57
49,48,51,57,4,4,3,4,59
48,51,57,59,4,3,4,3,61
51,57,59,61,3,4,3,3,59
57,59,61,59,4,3,3,3,53
59,61,59,53,3,3,3,4,57
61,59,53,57,3,3,4,4,51
59,53,57,51,3,4,4,5,49
53,57,51,49,4,4,5,6,47
57,51,49,47,4,5,6,6,39
51,49,47,39,5,6,6,4,37
49,47,39,37,6,6,4,4,36
47,39,37,36,6,4,4,4,31
39,37,36,31,4,4,4,2,27
37,36,31,27,4,4,2,3,26
36,31,27,26,4,2,3,2,21
31,27,26,21,2,3,2,2,20
27,26,21,20,3,2,2,2,16
26,21,20,16,2,2,2,2,11
21,20,16,11,2,2,2,2,9
20,16,11,9,2,2,2,2,3
16,11,9,3,2,2,2,2,1
11,9,3,1,2,2,2,2,1
9,3,1,1,2,2,2,2,1
3,1,1,1,2,2,2,2,0
1,1,1,0,2,2,2,0,0
1,1,0,0,2,2,0,0,0
1,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,6,0
0,0,1,0,0,0,6,0,0
0,1,0,0,0,6,0,0,0
1,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,2,0
0,0,1,0,0,0,2,0,0
0,1,0,0,0,2,0,0,0
1,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,2,0
0,0,1,0,0,0,2,0,1
0,1,0,1,0,2,0,2,0
1,0,1,0,2,0,2,0,0
0,1,0,0,0,2,0,0,2
1,0,0,2,2,0,0,2,0
0,0,2,0,0,0,2,0,0
0,2,0,0,0,2,0,0,0
2,0,0,0,2,0,0,0,1
0,0,0,1,0,0,0,2,2
0,0,1,2,0,0,2,2,0
0,1,2,0,0,2,2,0,3
1,2,0,3,2,2,0,2,0
2,0,3,0,2,0,2,0,1
0,3,0,1,0,2,0,2,0
3,0,1,0,2,0,2,0,0
0,1,0,0,0,2,0,0,0
1,0,0,0,2,0,0,0,7
0,0,0,7,0,0,0,2,7
0,0,7,7,0,0,2,4,13
0,7,7,13,0,2,4,2,13
7,7,13,13,2,4,2,2,23
7,13,13,23,4,2,2,4,23
13,13,23,23,2,2,4,2,29
13,23,23,29,2,4,2,4,28
23,23,29,28,4,2,4,3,37
23,29,28,37,2,4,3,2,43
29,28,37,43,4,3,2,4,43
28,37,43,43,3,2,4,6,50
37,43,43,50,2,4,6,3,52
43,43,50,52,4,6,3,2,54
43,50,52,54,6,3,2,4,61
50,52,54,61,3,2,4,4,64
52,54,61,64,2,4,4,6,68
54,61,64,68,4,4,6,4,74
61,64,68,74,4,6,4,6,78
64,68,74,78,6,4,6,4,75
68,74,78,75,4,6,4,4,76
74,78,75,76,6,4,4,5,76
78,75,76,76,4,4,5,4,71
75,76,76,71,4,5,4,7,70
76,76,71,70,5,4,7,5,60
76,71,70,60,4,7,5,5,57
71,70,60,57,7,5,5,4,50
70,60,57,50,5,5,4,4,51
60,57,50,51,5,4,4,4,47
57,50,51,47,4,4,4,4,41
50,51,47,41,4,4,4,3,35
51,47,41,35,4,4,3,6,30
47,41,35,30,4,3,6,5,32
41,35,30,32,3,6,5,4,24
35,30,32,24,6,5,4,4,22
30,32,24,22,5,4,4,4,12
32,24,22,12,4,4,4,7,12
24,22,12,12,4,4,7,6,6
22,12,12,6,4,7,6,5,1
12,12,6,1,7,6,5,2,1
12,6,1,1,6,5,2,2,0
6,1,1,0,5,2,2,0,5
1,1,0,5,2,2,0,4,0
1,0,5,0,2,0,4,0,1
0,5,0,1,0,4,0,5,1
5,0,1,1,4,0,5,4,0
0,1,1,0,0,5,4,0,0
1,1,0,0,5,4,0,0,0
1,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,9,0
0,0,2,0,0,0,9,0,0
0,2,0,0,0,9,0,0,0
2,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,3,0
0,0,3,0,0,0,3,0,0
0,3,0,0,0,3,0,0,0
3,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,7,0
0,0,2,0,0,0,7,0,0
0,2,0,0,0,7,0,0,0
2,0,0,0,7,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,6,0
0,0,3,0,0,0,6,0,0
0,3,0,0,0,6,0,0,0
3,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,6,0
0,0,1,0,0,0,6,0,0
0,1,0,0,0,6,0,0,1
1,0,0,1,6,0,0,7,0
0,0,1,0,0,0,7,0,1
0,1,0,1,0,7,0,5,1
1,0,1,1,7,0,5,9,2
0,1,1,2,0,5,9,9,0
1,1,2,0,5,9,9,0,3
1,2,0,3,9,9,0,7,0
2,0,3,0,9,0,7,0,1
0,3,0,1,0,7,0,7,1
3,0,1,1,7,0,7,5,2
0,1,1,2,0,7,5,5,0
1,1,2,0,7,5,5,0,2
1,2,0,2,5,5,0,6,0
2,0,2,0,5,0,6,0,1
0,2,0,1,0,6,0,5,0
2,0,1,0,6,0,5,0,5
0,1,0,5,0,5,0,6,9
1,0,5,9,5,0,6,6,9
0,5,9,9,0,6,6,2,14
5,9,9,14,6,6,2,2,14
9,9,14,14,6,2,2,4,17
9,14,14,17,2,2,4,6,20
14,14,17,20,2,4,6,4,24
14,17,20,24,4,6,4,5,23
17,20,24,23,6,4,5,4,31
20,24,23,31,4,5,4,6,30
24,23,31,30,5,4,6,7,35
23,31,30,35,4,6,7,7,36
31,30,35,36,6,7,7,5,38
30,35,36,38,7,7,5,5,41
35,36,38,41,7,5,5,5,44
36,38,41,44,5,5,5,4,47
38,41,44,47,5,5,4,7,51
41,44,47,51,5,4,7,7,48
44,47,51,48,4,7,7,6,52
47,51,48,52,7,7,6,6,45
51,48,52,45,7,6,6,5,45
48,52,45,45,6,6,5,6,47
52,45,45,47,6,5,6,4,39
45,45,47,39,5,6,4,3,37
45,47,39,37,6,4,3,1,33
47,39,37,33,4,3,1,1,27
39,37,33,27,3,1,1,1,33
37,33,27,33,1,1,1,1,26
33,27,33,26,1,1,1,1,21
27,33,26,21,1,1,1,1,22
33,26,21,22,1,1,1,1,16
26,21,22,16,1,1,1,4,16
21,22,16,16,1,1,4,4,14
22,16,16,14,1,4,4,2,10
16,16,14,10,4,4,2,1,5
16,14,10,5,4,2,1,1,7
14,10,5,7,2,1,1,1,6
10,5,7,6,1,1,1,1,5
5,7,6,5,1,1,1,1,3
7,6,5,3,1,1,1,1,2
6,5,3,2,1,1,1,1,1
5,3,2,1,1,1,1,1,0
3,2,1,0,1,1,1,0,1
2,1,0,1,1,1,0,8,0
1,0,1,0,1,0,8,0,0
0,1,0,0,0,8,0,0,0
1,0,0,0,8,0,0,0,1
0,0,0,1,0,0,0,9,0
0,0,1,0,0,0,9,0,0
0,1,0,0,0,9,0,0,0
1,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,1,0
0,0,3,0,0,0,1,0,0
0,3,0,0,0,1,0,0,0
3,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,1,4
0,0,3,4,0,0,1,1,1
0,3,4,1,0,1,1,1,1
3,4,1,1,1,1,1,1,0
4,1,1,0,1,1,1,0,2
1,1,0,2,1,1,0,1,0
1,0,2,0,1,0,1,0,1
0,2,0,1,0,1,0,1,3
2,0,1,3,1,0,1,1,0
0,1,3,0,0,1,1,0,1
1,3,0,1,1,1,0,1,3
3,0,1,3,1,0,1,1,4
0,1,3,4,0,1,1,1,0
1,3,4,0,1,1,1,0,3
3,4,0,3,1,1,0,1,1
4,0,3,1,1,0,1,1,2
0,3,1,2,0,1,1,1,0
3,1,2,0,1,1,1,0,7
1,2,0,7,1,1,0,1,18
2,0,7,18,1,0,1,1,16
0,7,18,16,0,1,1,1,23
7,18,16,23,1,1,1,1,25
18,16,23,25,1,1,1,1,34
16,23,25,34,1,1,1,4,33
23,25,34,33,1,1,4,8,42
25,34,33,42,1,4,8,5,47
34,33,42,47,4,8,5,6,54
33,42,47,54,8,5,6,6,53
42,47,54,53,5,6,6,6,61
47,54,53,61,6,6,6,4,63
54,53,61,63,6,6,4,5,71
53,61,63,71,6,4,5,6,77
