x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,y-count
0,0,0,1,3,0,0,2,0,0,1,2,1,3,5,2,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,5
0,0,1,3,0,0,2,0,0,1,2,1,3,5,2,5,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,3
0,1,3,0,0,2,0,0,1,2,1,3,5,2,5,3,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,11
1,3,0,0,2,0,0,1,2,1,3,5,2,5,3,11,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,10
3,0,0,2,0,0,1,2,1,3,5,2,5,3,11,10,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,15
0,0,2,0,0,1,2,1,3,5,2,5,3,11,10,15,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,15
0,2,0,0,1,2,1,3,5,2,5,3,11,10,15,15,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,6,22
2,0,0,1,2,1,3,5,2,5,3,11,10,15,15,22,1,0,0,1,1,1,1,1,1,1,1,1,1,1,6,1,19
0,0,1,2,1,3,5,2,5,3,11,10,15,15,22,19,0,0,1,1,1,1,1,1,1,1,1,1,1,6,1,1,29
0,1,2,1,3,5,2,5,3,11,10,15,15,22,19,29,0,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,28
1,2,1,3,5,2,5,3,11,10,15,15,22,19,29,28,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,10,30
2,1,3,5,2,5,3,11,10,15,15,22,19,29,28,30,1,1,1,1,1,1,1,1,1,1,6,1,1,6,10,6,36
1,3,5,2,5,3,11,10,15,15,22,19,29,28,30,36,1,1,1,1,1,1,1,1,1,6,1,1,6,10,6,6,32
3,5,2,5,3,11,10,15,15,22,19,29,28,30,36,32,1,1,1,1,1,1,1,1,6,1,1,6,10,6,6,4,54
5,2,5,3,11,10,15,15,22,19,29,28,30,36,32,54,1,1,1,1,1,1,1,6,1,1,6,10,6,6,4,5,46
2,5,3,11,10,15,15,22,19,29,28,30,36,32,54,46,1,1,1,1,1,1,6,1,1,6,10,6,6,4,5,5,61
5,3,11,10,15,15,22,19,29,28,30,36,32,54,46,61,1,1,1,1,1,6,1,1,6,10,6,6,4,5,5,6,50
3,11,10,15,15,22,19,29,28,30,36,32,54,46,61,50,1,1,1,1,6,1,1,6,10,6,6,4,5,5,6,4,56
11,10,15,15,22,19,29,28,30,36,32,54,46,61,50,56,1,1,1,6,1,1,6,10,6,6,4,5,5,6,4,7,49
10,15,15,22,19,29,28,30,36,32,54,46,61,50,56,49,1,1,6,1,1,6,10,6,6,4,5,5,6,4,7,7,46
15,15,22,19,29,28,30,36,32,54,46,61,50,56,49,46,1,6,1,1,6,10,6,6,4,5,5,6,4,7,7,5,43
15,22,19,29,28,30,36,32,54,46,61,50,56,49,46,43,6,1,1,6,10,6,6,4,5,5,6,4,7,7,5,5,41
22,19,29,28,30,36,32,54,46,61,50,56,49,46,43,41,1,1,6,10,6,6,4,5,5,6,4,7,7,5,5,8,40
19,29,28,30,36,32,54,46,61,50,56,49,46,43,41,40,1,6,10,6,6,4,5,5,6,4,7,7,5,5,8,5,40
29,28,30,36,32,54,46,61,50,56,49,46,43,41,40,40,6,10,6,6,4,5,5,6,4,7,7,5,5,8,5,5,35
28,30,36,32,54,46,61,50,56,49,46,43,41,40,40,35,10,6,6,4,5,5,6,4,7,7,5,5,8,5,5,6,34
30,36,32,54,46,61,50,56,49,46,43,41,40,40,35,34,6,6,4,5,5,6,4,7,7,5,5,8,5,5,6,5,26
36,32,54,46,61,50,56,49,46,43,41,40,40,35,34,26,6,4,5,5,6,4,7,7,5,5,8,5,5,6,5,5,28
32,54,46,61,50,56,49,46,43,41,40,40,35,34,26,28,4,5,5,6,4,7,7,5,5,8,5,5,6,5,5,5,28
54,46,61,50,56,49,46,43,41,40,40,35,34,26,28,28,5,5,6,4,7,7,5,5,8,5,5,6,5,5,5,5,19
46,61,50,56,49,46,43,41,40,40,35,34,26,28,28,19,5,6,4,7,7,5,5,8,5,5,6,5,5,5,5,4,13
61,50,56,49,46,43,41,40,40,35,34,26,28,28,19,13,6,4,7,7,5,5,8,5,5,6,5,5,5,5,4,4,6
50,56,49,46,43,41,40,40,35,34,26,28,28,19,13,6,4,7,7,5,5,8,5,5,6,5,5,5,5,4,4,4,6
56,49,46,43,41,40,40,35,34,26,28,28,19,13,6,6,7,7,5,5,8,5,5,6,5,5,5,5,4,4,4,5,4
49,46,43,41,40,40,35,34,26,28,28,19,13,6,6,4,7,5,5,8,5,5,6,5,5,5,5,4,4,4,5,4,3
46,43,41,40,40,35,34,26,28,28,19,13,6,6,4,3,5,5,8,5,5,6,5,5,5,5,4,4,4,5,4,4,2
43,41,40,40,35,34,26,28,28,19,13,6,6,4,3,2,5,8,5,5,6,5,5,5,5,4,4,4,5,4,4,6,4
41,40,40,35,34,26,28,28,19,13,6,6,4,3,2,4,8,5,5,6,5,5,5,5,4,4,4,5,4,4,6,6,2
40,40,35,34,26,28,28,19,13,6,6,4,3,2,4,2,5,5,6,5,5,5,5,4,4,4,5,4,4,6,6,5,2
40,35,34,26,28,28,19,13,6,6,4,3,2,4,2,2,5,6,5,5,5,5,4,4,4,5,4,4,6,6,5,4,0
35,34,26,28,28,19,13,6,6,4,3,2,4,2,2,0,6,5,5,5,5,4,4,4,5,4,4,6,6,5,4,0,0
34,26,28,28,19,13,6,6,4,3,2,4,2,2,0,0,5,5,5,5,4,4,4,5,4,4,6,6,5,4,0,0,0
26,28,28,19,13,6,6,4,3,2,4,2,2,0,0,0,5,5,5,4,4,4,5,4,4,6,6,5,4,0,0,0,0
28,28,19,13,6,6,4,3,2,4,2,2,0,0,0,0,5,5,4,4,4,5,4,4,6,6,5,4,0,0,0,0,0
28,19,13,6,6,4,3,2,4,2,2,0,0,0,0,0,5,4,4,4,5,4,4,6,6,5,4,0,0,0,0,0,0
19,13,6,6,4,3,2,4,2,2,0,0,0,0,0,0,4,4,4,5,4,4,6,6,5,4,0,0,0,0,0,0,0
13,6,6,4,3,2,4,2,2,0,0,0,0,0,0,0,4,4,5,4,4,6,6,5,4,0,0,0,0,0,0,0,2
6,6,4,3,2,4,2,2,0,0,0,0,0,0,0,2,4,5,4,4,6,6,5,4,0,0,0,0,0,0,0,6,0
6,4,3,2,4,2,2,0,0,0,0,0,0,0,2,0,5,4,4,6,6,5,4,0,0,0,0,0,0,0,6,0,1
4,3,2,4,2,2,0,0,0,0,0,0,0,2,0,1,4,4,6,6,5,4,0,0,0,0,0,0,0,6,0,4,1
3,2,4,2,2,0,0,0,0,0,0,0,2,0,1,1,4,6,6,5,4,0,0,0,0,0,0,0,6,0,4,4,2
2,4,2,2,0,0,0,0,0,0,0,2,0,1,1,2,6,6,5,4,0,0,0,0,0,0,0,6,0,4,4,2,0
4,2,2,0,0,0,0,0,0,0,2,0,1,1,2,0,6,5,4,0,0,0,0,0,0,0,6,0,4,4,2,0,1
2,2,0,0,0,0,0,0,0,2,0,1,1,2,0,1,5,4,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0
2,0,0,0,0,0,0,0,2,0,1,1,2,0,1,0,4,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0
0,0,0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0
0,0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0,0
0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0,0,0
0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0,0,0,0
0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0,0,0,0,0
0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0,0,0,0,0,0
0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,4,2,0,6,0,0,0,0,0,0,0,0,0,0
0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,6,0,0,0,0,0,0,0,0,0,0,1
1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1
0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0
0,0,0,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,0
0,0,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,0,0
0,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,0,0,0
0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,0,0,0,0
0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,0,0,0,0,0
0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,0,0,0,0,0,0
1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0,0,0,0,0,0,0,2
0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,6,1,0,0,0,0,0,0,0,1,0
0,1,1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,6,1,0,0,0,0,0,0,0,1,0,0
1,1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0
1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,4
0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0
3,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2
0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0
0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0
0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0
0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,3
0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,4,1
0,0,2,0,0,0,0,4,0,0,2,0,0,0,3,1,0,0,1,0,0,0,0,5,0,0,2,0,0,0,4,2,2
0,2,0,0,0,0,4,0,0,2,0,0,0,3,1,2,0,1,0,0,0,0,5,0,0,2,0,0,0,4,2,4,7
2,0,0,0,0,4,0,0,2,0,0,0,3,1,2,7,1,0,0,0,0,5,0,0,2,0,0,0,4,2,4,4,7
0,0,0,0,4,0,0,2,0,0,0,3,1,2,7,7,0,0,0,0,5,0,0,2,0,0,0,4,2,4,4,4,15
0,0,0,4,0,0,2,0,0,0,3,1,2,7,7,15,0,0,0,5,0,0,2,0,0,0,4,2,4,4,4,4,13
0,0,4,0,0,2,0,0,0,3,1,2,7,7,15,13,0,0,5,0,0,2,0,0,0,4,2,4,4,4,4,4,23
0,4,0,0,2,0,0,0,3,1,2,7,7,15,13,23,0,5,0,0,2,0,0,0,4,2,4,4,4,4,4,6,27
4,0,0,2,0,0,0,3,1,2,7,7,15,13,23,27,5,0,0,2,0,0,0,4,2,4,4,4,4,4,6,7,33
0,0,2,0,0,0,3,1,2,7,7,15,13,23,27,33,0,0,2,0,0,0,4,2,4,4,4,4,4,6,7,6,33
0,2,0,0,0,3,1,2,7,7,15,13,23,27,33,33,0,2,0,0,0,4,2,4,4,4,4,4,6,7,6,4,38
2,0,0,0,3,1,2,7,7,15,13,23,27,33,33,38,2,0,0,0,4,2,4,4,4,4,4,6,7,6,4,3,47
0,0,0,3,1,2,7,7,15,13,23,27,33,33,38,47,0,0,0,4,2,4,4,4,4,4,6,7,6,4,3,5,49
0,0,3,1,2,7,7,15,13,23,27,33,33,38,47,49,0,0,4,2,4,4,4,4,4,6,7,6,4,3,5,4,50
0,3,1,2,7,7,15,13,23,27,33,33,38,47,49,50,0,4,2,4,4,4,4,4,6,7,6,4,3,5,4,7,62
3,1,2,7,7,15,13,23,27,33,33,38,47,49,50,62,4,2,4,4,4,4,4,6,7,6,4,3,5,4,7,5,65
1,2,7,7,15,13,23,27,33,33,38,47,49,50,62,65,2,4,4,4,4,4,6,7,6,4,3,5,4,7,5,7,67
2,7,7,15,13,23,27,33,33,38,47,49,50,62,65,67,4,4,4,4,4,6,7,6,4,3,5,4,7,5,7,5,68
7,7,15,13,23,27,33,33,38,47,49,50,62,65,67,68,4,4,4,4,6,7,6,4,3,5,4,7,5,7,5,6,75
7,15,13,23,27,33,33,38,47,49,50,62,65,67,68,75,4,4,4,6,7,6,4,3,5,4,7,5,7,5,6,7,84
15,13,23,27,33,33,38,47,49,50,62,65,67,68,75,84,4,4,6,7,6,4,3,5,4,7,5,7,5,6,7,6,83
13,23,27,33,33,38,47,49,50,62,65,67,68,75,84,83,4,6,7,6,4,3,5,4,7,5,7,5,6,7,6,4,87
23,27,33,33,38,47,49,50,62,65,67,68,75,84,83,87,6,7,6,4,3,5,4,7,5,7,5,6,7,6,4,5,86
27,33,33,38,47,49,50,62,65,67,68,75,84,83,87,86,7,6,4,3,5,4,7,5,7,5,6,7,6,4,5,6,80
33,33,38,47,49,50,62,65,67,68,75,84,83,87,86,80,6,4,3,5,4,7,5,7,5,6,7,6,4,5,6,4,78
33,38,47,49,50,62,65,67,68,75,84,83,87,86,80,78,4,3,5,4,7,5,7,5,6,7,6,4,5,6,4,6,79
38,47,49,50,62,65,67,68,75,84,83,87,86,80,78,79,3,5,4,7,5,7,5,6,7,6,4,5,6,4,6,4,72
47,49,50,62,65,67,68,75,84,83,87,86,80,78,79,72,5,4,7,5,7,5,6,7,6,4,5,6,4,6,4,7,64
49,50,62,65,67,68,75,84,83,87,86,80,78,79,72,64,4,7,5,7,5,6,7,6,4,5,6,4,6,4,7,6,56
50,62,65,67,68,75,84,83,87,86,80,78,79,72,64,56,7,5,7,5,6,7,6,4,5,6,4,6,4,7,6,6,52
62,65,67,68,75,84,83,87,86,80,78,79,72,64,56,52,5,7,5,6,7,6,4,5,6,4,6,4,7,6,6,5,53
65,67,68,75,84,83,87,86,80,78,79,72,64,56,52,53,7,5,6,7,6,4,5,6,4,6,4,7,6,6,5,4,39
67,68,75,84,83,87,86,80,78,79,72,64,56,52,53,39,5,6,7,6,4,5,6,4,6,4,7,6,6,5,4,5,43
68,75,84,83,87,86,80,78,79,72,64,56,52,53,39,43,6,7,6,4,5,6,4,6,4,7,6,6,5,4,5,6,38
75,84,83,87,86,80,78,79,72,64,56,52,53,39,43,38,7,6,4,5,6,4,6,4,7,6,6,5,4,5,6,6,29
84,83,87,86,80,78,79,72,64,56,52,53,39,43,38,29,6,4,5,6,4,6,4,7,6,6,5,4,5,6,6,6,27
83,87,86,80,78,79,72,64,56,52,53,39,43,38,29,27,4,5,6,4,6,4,7,6,6,5,4,5,6,6,6,4,26
87,86,80,78,79,72,64,56,52,53,39,43,38,29,27,26,5,6,4,6,4,7,6,6,5,4,5,6,6,6,4,7,14
86,80,78,79,72,64,56,52,53,39,43,38,29,27,26,14,6,4,6,4,7,6,6,5,4,5,6,6,6,4,7,6,17
80,78,79,72,64,56,52,53,39,43,38,29,27,26,14,17,4,6,4,7,6,6,5,4,5,6,6,6,4,7,6,6,10
78,79,72,64,56,52,53,39,43,38,29,27,26,14,17,10,6,4,7,6,6,5,4,5,6,6,6,4,7,6,6,6,8
79,72,64,56,52,53,39,43,38,29,27,26,14,17,10,8,4,7,6,6,5,4,5,6,6,6,4,7,6,6,6,4,6
72,64,56,52,53,39,43,38,29,27,26,14,17,10,8,6,7,6,6,5,4,5,6,6,6,4,7,6,6,6,4,4,9
64,56,52,53,39,43,38,29,27,26,14,17,10,8,6,9,6,6,5,4,5,6,6,6,4,7,6,6,6,4,4,4,2
56,52,53,39,43,38,29,27,26,14,17,10,8,6,9,2,6,5,4,5,6,6,6,4,7,6,6,6,4,4,4,3,4
52,53,39,43,38,29,27,26,14,17,10,8,6,9,2,4,5,4,5,6,6,6,4,7,6,6,6,4,4,4,3,4,3
53,39,43,38,29,27,26,14,17,10,8,6,9,2,4,3,4,5,6,6,6,4,7,6,6,6,4,4,4,3,4,4,4
39,43,38,29,27,26,14,17,10,8,6,9,2,4,3,4,5,6,6,6,4,7,6,6,6,4,4,4,3,4,4,5,1
43,38,29,27,26,14,17,10,8,6,9,2,4,3,4,1,6,6,6,4,7,6,6,6,4,4,4,3,4,4,5,5,3
38,29,27,26,14,17,10,8,6,9,2,4,3,4,1,3,6,6,4,7,6,6,6,4,4,4,3,4,4,5,5,5,0
29,27,26,14,17,10,8,6,9,2,4,3,4,1,3,0,6,4,7,6,6,6,4,4,4,3,4,4,5,5,5,0,1
27,26,14,17,10,8,6,9,2,4,3,4,1,3,0,1,4,7,6,6,6,4,4,4,3,4,4,5,5,5,0,3,0
26,14,17,10,8,6,9,2,4,3,4,1,3,0,1,0,7,6,6,6,4,4,4,3,4,4,5,5,5,0,3,0,1
14,17,10,8,6,9,2,4,3,4,1,3,0,1,0,1,6,6,6,4,4,4,3,4,4,5,5,5,0,3,0,3,1
17,10,8,6,9,2,4,3,4,1,3,0,1,0,1,1,6,6,4,4,4,3,4,4,5,5,5,0,3,0,3,4,2
10,8,6,9,2,4,3,4,1,3,0,1,0,1,1,2,6,4,4,4,3,4,4,5,5,5,0,3,0,3,4,3,0
8,6,9,2,4,3,4,1,3,0,1,0,1,1,2,0,4,4,4,3,4,4,5,5,5,0,3,0,3,4,3,0,0
6,9,2,4,3,4,1,3,0,1,0,1,1,2,0,0,4,4,3,4,4,5,5,5,0,3,0,3,4,3,0,0,1
9,2,4,3,4,1,3,0,1,0,1,1,2,0,0,1,4,3,4,4,5,5,5,0,3,0,3,4,3,0,0,4,0
2,4,3,4,1,3,0,1,0,1,1,2,0,0,1,0,3,4,4,5,5,5,0,3,0,3,4,3,0,0,4,0,0
4,3,4,1,3,0,1,0,1,1,2,0,0,1,0,0,4,4,5,5,5,0,3,0,3,4,3,0,0,4,0,0,0
3,4,1,3,0,1,0,1,1,2,0,0,1,0,0,0,4,5,5,5,0,3,0,3,4,3,0,0,4,0,0,0,0
4,1,3,0,1,0,1,1,2,0,0,1,0,0,0,0,5,5,5,0,3,0,3,4,3,0,0,4,0,0,0,0,0
1,3,0,1,0,1,1,2,0,0,1,0,0,0,0,0,5,5,0,3,0,3,4,3,0,0,4,0,0,0,0,0,1
3,0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,5,0,3,0,3,4,3,0,0,4,0,0,0,0,0,4,0
0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,3,0,3,4,3,0,0,4,0,0,0,0,0,4,0,0
1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,3,0,3,4,3,0,0,4,0,0,0,0,0,4,0,0,0
0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,3,0,0,4,0,0,0,0,0,4,0,0,0,0
1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0
1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,2
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,3,1
1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,4,0,0,0,0,0,0,3,3,4,1
0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,3,3,4,3,3
0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,4,0,0,0,0,0,0,3,3,4,3,3,0
0,0,0,1,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,4,0,0,0,0,0,0,3,3,4,3,3,0,0
0,0,1,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,4,0,0,0,0,0,0,3,3,4,3,3,0,0,0
0,1,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,4,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0
1,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,4,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0
0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0
0,0,0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,0
0,0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0
0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,2
0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,2,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,3,0
0,1,2,1,1,3,0,0,0,0,0,0,0,0,2,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,3,0,0
1,2,1,1,3,0,0,0,0,0,0,0,0,2,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,3,0,0,0
2,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0,3,0,0,0,1
1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,4,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3
1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0
3,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,2
0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,4,0
0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,4,0,0
0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,4,0,0,2
0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,2,0,0,0,0,3,0,0,0,3,4,0,0,4,0,0,3,2
0,0,0,2,0,0,0,1,3,0,0,2,0,0,2,2,0,0,0,3,0,0,0,3,4,0,0,4,0,0,3,5,2
0,0,2,0,0,0,1,3,0,0,2,0,0,2,2,2,0,0,3,0,0,0,3,4,0,0,4,0,0,3,5,5,3
0,2,0,0,0,1,3,0,0,2,0,0,2,2,2,3,0,3,0,0,0,3,4,0,0,4,0,0,3,5,5,7,5
2,0,0,0,1,3,0,0,2,0,0,2,2,2,3,5,3,0,0,0,3,4,0,0,4,0,0,3,5,5,7,4,6
0,0,0,1,3,0,0,2,0,0,2,2,2,3,5,6,0,0,0,3,4,0,0,4,0,0,3,5,5,7,4,4,11
0,0,1,3,0,0,2,0,0,2,2,2,3,5,6,11,0,0,3,4,0,0,4,0,0,3,5,5,7,4,4,4,13
0,1,3,0,0,2,0,0,2,2,2,3,5,6,11,13,0,3,4,0,0,4,0,0,3,5,5,7,4,4,4,4,16
1,3,0,0,2,0,0,2,2,2,3,5,6,11,13,16,3,4,0,0,4,0,0,3,5,5,7,4,4,4,4,4,21
3,0,0,2,0,0,2,2,2,3,5,6,11,13,16,21,4,0,0,4,0,0,3,5,5,7,4,4,4,4,4,6,25
0,0,2,0,0,2,2,2,3,5,6,11,13,16,21,25,0,0,4,0,0,3,5,5,7,4,4,4,4,4,6,4,27
0,2,0,0,2,2,2,3,5,6,11,13,16,21,25,27,0,4,0,0,3,5,5,7,4,4,4,4,4,6,4,5,29
2,0,0,2,2,2,3,5,6,11,13,16,21,25,27,29,4,0,0,3,5,5,7,4,4,4,4,4,6,4,5,6,34
0,0,2,2,2,3,5,6,11,13,16,21,25,27,29,34,0,0,3,5,5,7,4,4,4,4,4,6,4,5,6,5,40
0,2,2,2,3,5,6,11,13,16,21,25,27,29,34,40,0,3,5,5,7,4,4,4,4,4,6,4,5,6,5,6,37
2,2,2,3,5,6,11,13,16,21,25,27,29,34,40,37,3,5,5,7,4,4,4,4,4,6,4,5,6,5,6,6,48
2,2,3,5,6,11,13,16,21,25,27,29,34,40,37,48,5,5,7,4,4,4,4,4,6,4,5,6,5,6,6,6,47
2,3,5,6,11,13,16,21,25,27,29,34,40,37,48,47,5,7,4,4,4,4,4,6,4,5,6,5,6,6,6,7,52
3,5,6,11,13,16,21,25,27,29,34,40,37,48,47,52,7,4,4,4,4,4,6,4,5,6,5,6,6,6,7,4,46
5,6,11,13,16,21,25,27,29,34,40,37,48,47,52,46,4,4,4,4,4,6,4,5,6,5,6,6,6,7,4,4,66
6,11,13,16,21,25,27,29,34,40,37,48,47,52,46,66,4,4,4,4,6,4,5,6,5,6,6,6,7,4,4,6,62
11,13,16,21,25,27,29,34,40,37,48,47,52,46,66,62,4,4,4,6,4,5,6,5,6,6,6,7,4,4,6,5,62
