x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,y-count
0,0,2,7,4,6,7,7,5,5,10,17,18,28,32,38,37
0,2,7,4,6,7,7,5,5,10,17,18,28,32,38,37,53
2,7,4,6,7,7,5,5,10,17,18,28,32,38,37,53,53
7,4,6,7,7,5,5,10,17,18,28,32,38,37,53,53,62
4,6,7,7,5,5,10,17,18,28,32,38,37,53,53,62,58
6,7,7,5,5,10,17,18,28,32,38,37,53,53,62,58,68
7,7,5,5,10,17,18,28,32,38,37,53,53,62,58,68,63
7,5,5,10,17,18,28,32,38,37,53,53,62,58,68,63,78
5,5,10,17,18,28,32,38,37,53,53,62,58,68,63,78,69
5,10,17,18,28,32,38,37,53,53,62,58,68,63,78,69,83
10,17,18,28,32,38,37,53,53,62,58,68,63,78,69,83,87
17,18,28,32,38,37,53,53,62,58,68,63,78,69,83,87,86
18,28,32,38,37,53,53,62,58,68,63,78,69,83,87,86,93
28,32,38,37,53,53,62,58,68,63,78,69,83,87,86,93,95
32,38,37,53,53,62,58,68,63,78,69,83,87,86,93,95,87
38,37,53,53,62,58,68,63,78,69,83,87,86,93,95,87,87
37,53,53,62,58,68,63,78,69,83,87,86,93,95,87,87,73
53,53,62,58,68,63,78,69,83,87,86,93,95,87,87,73,60
53,62,58,68,63,78,69,83,87,86,93,95,87,87,73,60,69
62,58,68,63,78,69,83,87,86,93,95,87,87,73,60,69,58
58,68,63,78,69,83,87,86,93,95,87,87,73,60,69,58,57
68,63,78,69,83,87,86,93,95,87,87,73,60,69,58,57,52
63,78,69,83,87,86,93,95,87,87,73,60,69,58,57,52,33
78,69,83,87,86,93,95,87,87,73,60,69,58,57,52,33,28
69,83,87,86,93,95,87,87,73,60,69,58,57,52,33,28,19
83,87,86,93,95,87,87,73,60,69,58,57,52,33,28,19,18
87,86,93,95,87,87,73,60,69,58,57,52,33,28,19,18,10
86,93,95,87,87,73,60,69,58,57,52,33,28,19,18,10,4
93,95,87,87,73,60,69,58,57,52,33,28,19,18,10,4,6
95,87,87,73,60,69,58,57,52,33,28,19,18,10,4,6,9
87,87,73,60,69,58,57,52,33,28,19,18,10,4,6,9,2
87,73,60,69,58,57,52,33,28,19,18,10,4,6,9,2,5
73,60,69,58,57,52,33,28,19,18,10,4,6,9,2,5,2
60,69,58,57,52,33,28,19,18,10,4,6,9,2,5,2,5
69,58,57,52,33,28,19,18,10,4,6,9,2,5,2,5,2
58,57,52,33,28,19,18,10,4,6,9,2,5,2,5,2,4
57,52,33,28,19,18,10,4,6,9,2,5,2,5,2,4,1
52,33,28,19,18,10,4,6,9,2,5,2,5,2,4,1,3
33,28,19,18,10,4,6,9,2,5,2,5,2,4,1,3,0
28,19,18,10,4,6,9,2,5,2,5,2,4,1,3,0,0
19,18,10,4,6,9,2,5,2,5,2,4,1,3,0,0,0
18,10,4,6,9,2,5,2,5,2,4,1,3,0,0,0,1
10,4,6,9,2,5,2,5,2,4,1,3,0,0,0,1,0
4,6,9,2,5,2,5,2,4,1,3,0,0,0,1,0,1
6,9,2,5,2,5,2,4,1,3,0,0,0,1,0,1,1
9,2,5,2,5,2,4,1,3,0,0,0,1,0,1,1,2
2,5,2,5,2,4,1,3,0,0,0,1,0,1,1,2,0
5,2,5,2,4,1,3,0,0,0,1,0,1,1,2,0,0
2,5,2,4,1,3,0,0,0,1,0,1,1,2,0,0,1
5,2,4,1,3,0,0,0,1,0,1,1,2,0,0,1,0
2,4,1,3,0,0,0,1,0,1,1,2,0,0,1,0,0
4,1,3,0,0,0,1,0,1,1,2,0,0,1,0,0,0
1,3,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0
3,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0
0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0
0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0
0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0
1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,2
0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,6
0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,6,5
0,0,0,0,0,2,0,0,0,1,3,0,0,2,6,5,5
0,0,0,0,2,0,0,0,1,3,0,0,2,6,5,5,8
0,0,0,2,0,0,0,1,3,0,0,2,6,5,5,8,7
0,0,2,0,0,0,1,3,0,0,2,6,5,5,8,7,4
0,2,0,0,0,1,3,0,0,2,6,5,5,8,7,4,6
2,0,0,0,1,3,0,0,2,6,5,5,8,7,4,6,5
0,0,0,1,3,0,0,2,6,5,5,8,7,4,6,5,5
0,0,1,3,0,0,2,6,5,5,8,7,4,6,5,5,6
0,1,3,0,0,2,6,5,5,8,7,4,6,5,5,6,13
1,3,0,0,2,6,5,5,8,7,4,6,5,5,6,13,15
3,0,0,2,6,5,5,8,7,4,6,5,5,6,13,15,20
0,0,2,6,5,5,8,7,4,6,5,5,6,13,15,20,24
0,2,6,5,5,8,7,4,6,5,5,6,13,15,20,24,29
2,6,5,5,8,7,4,6,5,5,6,13,15,20,24,29,33
6,5,5,8,7,4,6,5,5,6,13,15,20,24,29,33,35
5,5,8,7,4,6,5,5,6,13,15,20,24,29,33,35,40
5,8,7,4,6,5,5,6,13,15,20,24,29,33,35,40,47
8,7,4,6,5,5,6,13,15,20,24,29,33,35,40,47,42
7,4,6,5,5,6,13,15,20,24,29,33,35,40,47,42,51
4,6,5,5,6,13,15,20,24,29,33,35,40,47,42,51,50
6,5,5,6,13,15,20,24,29,33,35,40,47,42,51,50,54
5,5,6,13,15,20,24,29,33,35,40,47,42,51,50,54,59
5,6,13,15,20,24,29,33,35,40,47,42,51,50,54,59,58
6,13,15,20,24,29,33,35,40,47,42,51,50,54,59,58,65
13,15,20,24,29,33,35,40,47,42,51,50,54,59,58,65,63
15,20,24,29,33,35,40,47,42,51,50,54,59,58,65,63,77
20,24,29,33,35,40,47,42,51,50,54,59,58,65,63,77,64
24,29,33,35,40,47,42,51,50,54,59,58,65,63,77,64,73
29,33,35,40,47,42,51,50,54,59,58,65,63,77,64,73,62
33,35,40,47,42,51,50,54,59,58,65,63,77,64,73,62,53
35,40,47,42,51,50,54,59,58,65,63,77,64,73,62,53,53
40,47,42,51,50,54,59,58,65,63,77,64,73,62,53,53,43
47,42,51,50,54,59,58,65,63,77,64,73,62,53,53,43,43
42,51,50,54,59,58,65,63,77,64,73,62,53,53,43,43,46
51,50,54,59,58,65,63,77,64,73,62,53,53,43,43,46,36
50,54,59,58,65,63,77,64,73,62,53,53,43,43,46,36,22
54,59,58,65,63,77,64,73,62,53,53,43,43,46,36,22,17
59,58,65,63,77,64,73,62,53,53,43,43,46,36,22,17,5
58,65,63,77,64,73,62,53,53,43,43,46,36,22,17,5,6
65,63,77,64,73,62,53,53,43,43,46,36,22,17,5,6,4
63,77,64,73,62,53,53,43,43,46,36,22,17,5,6,4,8
77,64,73,62,53,53,43,43,46,36,22,17,5,6,4,8,2
64,73,62,53,53,43,43,46,36,22,17,5,6,4,8,2,5
73,62,53,53,43,43,46,36,22,17,5,6,4,8,2,5,2
62,53,53,43,43,46,36,22,17,5,6,4,8,2,5,2,5
53,53,43,43,46,36,22,17,5,6,4,8,2,5,2,5,2
53,43,43,46,36,22,17,5,6,4,8,2,5,2,5,2,4
43,43,46,36,22,17,5,6,4,8,2,5,2,5,2,4,1
43,46,36,22,17,5,6,4,8,2,5,2,5,2,4,1,3
46,36,22,17,5,6,4,8,2,5,2,5,2,4,1,3,0
36,22,17,5,6,4,8,2,5,2,5,2,4,1,3,0,0
22,17,5,6,4,8,2,5,2,5,2,4,1,3,0,0,0
17,5,6,4,8,2,5,2,5,2,4,1,3,0,0,0,1
5,6,4,8,2,5,2,5,2,4,1,3,0,0,0,1,0
6,4,8,2,5,2,5,2,4,1,3,0,0,0,1,0,1
4,8,2,5,2,5,2,4,1,3,0,0,0,1,0,1,1
8,2,5,2,5,2,4,1,3,0,0,0,1,0,1,1,2
2,5,2,5,2,4,1,3,0,0,0,1,0,1,1,2,0
5,2,5,2,4,1,3,0,0,0,1,0,1,1,2,0,1
2,5,2,4,1,3,0,0,0,1,0,1,1,2,0,1,0
5,2,4,1,3,0,0,0,1,0,1,1,2,0,1,0,0
2,4,1,3,0,0,0,1,0,1,1,2,0,1,0,0,0
4,1,3,0,0,0,1,0,1,1,2,0,1,0,0,0,0
1,3,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0
3,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0
0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0
0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,4,0,0
0,0,0,0,0,0,1,0,0,1,1,1,0,4,0,0,0
0,0,0,0,0,1,0,0,1,1,1,0,4,0,0,0,0
0,0,0,0,1,0,0,1,1,1,0,4,0,0,0,0,0
0,0,0,1,0,0,1,1,1,0,4,0,0,0,0,0,0
0,0,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0
0,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0
1,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,2
0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,2,0
0,1,1,1,0,4,0,0,0,0,0,0,0,0,2,0,0
1,1,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0
1,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1
1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,3
0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
4,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,2
0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0
0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0
0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,1
0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,1,2
0,0,0,2,0,0,0,1,3,0,0,2,0,0,1,2,1
0,0,2,0,0,0,1,3,0,0,2,0,0,1,2,1,3
0,2,0,0,0,1,3,0,0,2,0,0,1,2,1,3,5
2,0,0,0,1,3,0,0,2,0,0,1,2,1,3,5,2
0,0,0,1,3,0,0,2,0,0,1,2,1,3,5,2,5
0,0,1,3,0,0,2,0,0,1,2,1,3,5,2,5,3
0,1,3,0,0,2,0,0,1,2,1,3,5,2,5,3,11
1,3,0,0,2,0,0,1,2,1,3,5,2,5,3,11,10
3,0,0,2,0,0,1,2,1,3,5,2,5,3,11,10,15
0,0,2,0,0,1,2,1,3,5,2,5,3,11,10,15,15
0,2,0,0,1,2,1,3,5,2,5,3,11,10,15,15,22
2,0,0,1,2,1,3,5,2,5,3,11,10,15,15,22,19
0,0,1,2,1,3,5,2,5,3,11,10,15,15,22,19,29
0,1,2,1,3,5,2,5,3,11,10,15,15,22,19,29,28
1,2,1,3,5,2,5,3,11,10,15,15,22,19,29,28,30
2,1,3,5,2,5,3,11,10,15,15,22,19,29,28,30,36
1,3,5,2,5,3,11,10,15,15,22,19,29,28,30,36,32
3,5,2,5,3,11,10,15,15,22,19,29,28,30,36,32,54
5,2,5,3,11,10,15,15,22,19,29,28,30,36,32,54,46
2,5,3,11,10,15,15,22,19,29,28,30,36,32,54,46,61
5,3,11,10,15,15,22,19,29,28,30,36,32,54,46,61,50
3,11,10,15,15,22,19,29,28,30,36,32,54,46,61,50,56
11,10,15,15,22,19,29,28,30,36,32,54,46,61,50,56,49
10,15,15,22,19,29,28,30,36,32,54,46,61,50,56,49,46
15,15,22,19,29,28,30,36,32,54,46,61,50,56,49,46,43
15,22,19,29,28,30,36,32,54,46,61,50,56,49,46,43,41
22,19,29,28,30,36,32,54,46,61,50,56,49,46,43,41,40
19,29,28,30,36,32,54,46,61,50,56,49,46,43,41,40,40
29,28,30,36,32,54,46,61,50,56,49,46,43,41,40,40,35
28,30,36,32,54,46,61,50,56,49,46,43,41,40,40,35,34
30,36,32,54,46,61,50,56,49,46,43,41,40,40,35,34,26
36,32,54,46,61,50,56,49,46,43,41,40,40,35,34,26,28
32,54,46,61,50,56,49,46,43,41,40,40,35,34,26,28,28
54,46,61,50,56,49,46,43,41,40,40,35,34,26,28,28,19
46,61,50,56,49,46,43,41,40,40,35,34,26,28,28,19,13
61,50,56,49,46,43,41,40,40,35,34,26,28,28,19,13,6
50,56,49,46,43,41,40,40,35,34,26,28,28,19,13,6,6
56,49,46,43,41,40,40,35,34,26,28,28,19,13,6,6,4
49,46,43,41,40,40,35,34,26,28,28,19,13,6,6,4,3
46,43,41,40,40,35,34,26,28,28,19,13,6,6,4,3,2
43,41,40,40,35,34,26,28,28,19,13,6,6,4,3,2,4
41,40,40,35,34,26,28,28,19,13,6,6,4,3,2,4,2
40,40,35,34,26,28,28,19,13,6,6,4,3,2,4,2,2
40,35,34,26,28,28,19,13,6,6,4,3,2,4,2,2,0
35,34,26,28,28,19,13,6,6,4,3,2,4,2,2,0,0
34,26,28,28,19,13,6,6,4,3,2,4,2,2,0,0,0
26,28,28,19,13,6,6,4,3,2,4,2,2,0,0,0,0
28,28,19,13,6,6,4,3,2,4,2,2,0,0,0,0,0
28,19,13,6,6,4,3,2,4,2,2,0,0,0,0,0,0
19,13,6,6,4,3,2,4,2,2,0,0,0,0,0,0,0
13,6,6,4,3,2,4,2,2,0,0,0,0,0,0,0,2
6,6,4,3,2,4,2,2,0,0,0,0,0,0,0,2,0
6,4,3,2,4,2,2,0,0,0,0,0,0,0,2,0,1
4,3,2,4,2,2,0,0,0,0,0,0,0,2,0,1,1
3,2,4,2,2,0,0,0,0,0,0,0,2,0,1,1,2
2,4,2,2,0,0,0,0,0,0,0,2,0,1,1,2,0
4,2,2,0,0,0,0,0,0,0,2,0,1,1,2,0,1
2,2,0,0,0,0,0,0,0,2,0,1,1,2,0,1,0
2,0,0,0,0,0,0,0,2,0,1,1,2,0,1,0,0
0,0,0,0,0,0,0,2,0,1,1,2,0,1,0,0,0
0,0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0
0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0
0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0
0,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0
0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0
0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,1
0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,1,0
0,0,0,0,0,0,1,0,0,1,1,1,0,3,1,0,0
0,0,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0
0,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0
0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0
0,0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0
0,1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0
1,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,2
0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,2,0
0,1,1,1,0,3,1,0,0,0,0,0,0,0,2,0,0
1,1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0
1,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0
1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,4
0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0
3,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0
1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2
0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0
0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0
0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0
0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,3
0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,3,1
0,0,2,0,0,0,0,4,0,0,2,0,0,0,3,1,2
0,2,0,0,0,0,4,0,0,2,0,0,0,3,1,2,7
2,0,0,0,0,4,0,0,2,0,0,0,3,1,2,7,7
0,0,0,0,4,0,0,2,0,0,0,3,1,2,7,7,15
0,0,0,4,0,0,2,0,0,0,3,1,2,7,7,15,13
0,0,4,0,0,2,0,0,0,3,1,2,7,7,15,13,23
0,4,0,0,2,0,0,0,3,1,2,7,7,15,13,23,27
4,0,0,2,0,0,0,3,1,2,7,7,15,13,23,27,33
0,0,2,0,0,0,3,1,2,7,7,15,13,23,27,33,33
0,2,0,0,0,3,1,2,7,7,15,13,23,27,33,33,38
2,0,0,0,3,1,2,7,7,15,13,23,27,33,33,38,47
0,0,0,3,1,2,7,7,15,13,23,27,33,33,38,47,49
0,0,3,1,2,7,7,15,13,23,27,33,33,38,47,49,50
0,3,1,2,7,7,15,13,23,27,33,33,38,47,49,50,62
3,1,2,7,7,15,13,23,27,33,33,38,47,49,50,62,65
1,2,7,7,15,13,23,27,33,33,38,47,49,50,62,65,67
2,7,7,15,13,23,27,33,33,38,47,49,50,62,65,67,68
7,7,15,13,23,27,33,33,38,47,49,50,62,65,67,68,75
7,15,13,23,27,33,33,38,47,49,50,62,65,67,68,75,84
15,13,23,27,33,33,38,47,49,50,62,65,67,68,75,84,83
13,23,27,33,33,38,47,49,50,62,65,67,68,75,84,83,87
23,27,33,33,38,47,49,50,62,65,67,68,75,84,83,87,86
27,33,33,38,47,49,50,62,65,67,68,75,84,83,87,86,80
33,33,38,47,49,50,62,65,67,68,75,84,83,87,86,80,78
33,38,47,49,50,62,65,67,68,75,84,83,87,86,80,78,79
38,47,49,50,62,65,67,68,75,84,83,87,86,80,78,79,72
47,49,50,62,65,67,68,75,84,83,87,86,80,78,79,72,64
49,50,62,65,67,68,75,84,83,87,86,80,78,79,72,64,56
50,62,65,67,68,75,84,83,87,86,80,78,79,72,64,56,52
62,65,67,68,75,84,83,87,86,80,78,79,72,64,56,52,53
65,67,68,75,84,83,87,86,80,78,79,72,64,56,52,53,39
67,68,75,84,83,87,86,80,78,79,72,64,56,52,53,39,43
68,75,84,83,87,86,80,78,79,72,64,56,52,53,39,43,38
